dlga_start:close_window|Pozor! Tento řetězec se nezobrazuje. Je vyhrazen pro ukládání dialogových proměnných.
dlga_ms_element_menu:ms_element_menu_list|{s0}. Co chceš dělat, pane?
dlga_ms_element_menu_list:ms_player_read_descr|{s2} 
dlga_ms_element_menu_list:ms_element_description|Pověz mi o tom podrobněji.
dlga_ms_element_menu_list:ms_view_elements|Ale, nic.
dlga_ms_player_read_descr:ms_player_read_descr_list|{reg0?Nalezení potřebného člověka: stavba} ti potrvá {reg2} {reg1?dní:hodin} a bude tě stát {reg3} tolarů. 
dlga_ms_player_read_descr_list:ms_elder_dialog_start|Dobře.
dlga_ms_player_read_descr_list:ms_element_menu|Rozmyslel jsem si to.
dlga_ms_element_description:ms_element_description_list|{s0}
dlga_ms_element_description_list:ms_element_menu|Rozumím.
dlga_ms_already_builded:ms_already_builded_list|{s1} {s2}
dlga_ms_already_builded_list:ms_elder_dialog_start|To je všechno.
dlga_ms_already_builded_list:ms_extra_adviser|Rozumím.
dlga_ms_npc_dialog_start:ms_npc_list|Koho ze své družiny chceš nechat něco naučit?
dlga_ms_npc_list:ms_npc_variants|{s0}
dlga_ms_npc_list:close_window|Rozmyslel jsem si to.
dlga_ms_npc_variants:ms_npc_dialog_start|Nic víc už ho naučit nemůžu!
dlga_ms_npc_variants:ms_nps_variant_descr|Vyber si, co se chceš naučit.
dlga_ms_nps_variant_descr:ms_nps_variant_selected|Medicínu.
dlga_ms_nps_variant_descr:ms_nps_variant_selected.1|Taktiku.
dlga_ms_nps_variant_descr:ms_nps_variant_selected.2|Vojenskou přípravu.
dlga_ms_nps_variant_descr:ms_npc_dialog_start|Zpět...
dlga_ms_nps_variant_selected:ms_npc_agree_disagree|Náklady na studium činí pouhých {reg0} tolarů.
dlga_ms_npc_agree_disagree:close_window|Dobře, tady jsou peníze.
dlga_ms_npc_agree_disagree:ms_npc_variants|Tak někdy jindy.
dlga_ms_extra_adviser:ms_extra_adviser_list|Tak co, ke komu půjdeme?
dlga_ms_extra_adviser_list:ms_view_elements|{s0}
dlga_ms_extra_adviser_list:close_window|Zpět...
dlga_messenger_dialog_start:centres_list|Dobyli tvé hlavní město, {můj pane/má paní}! Kde chceš zřídit nové?
dlga_centres_list:close_window|{s0}
dlga_centres_list:close_window.1|Zpět...
dlga_ambassador_start:ambassador_variants|Co si nejjasnější {playername} přeje?
dlga_ambassador_variants:ambassador_peace|Chci zvážit možnost podpisu mírové smlouvy...
dlga_ambassador_variants:ambassador_start|Připravte se na válku!
dlga_ambassador_variants:ambassador_trade_deal|Chci uzavřít obchodní smlouvu.
dlga_ambassador_variants:close_window|Zatím nic...
dlga_ambassador_peace:ambassador_peace_choose|{s0}
dlga_ambassador_peace_choose:ambassador_start|Myslím, že jsou to přijatelné podmínky.
dlga_ambassador_peace_choose:ambassador_start.1|Naše země na takové ústupky nikdy nepřistoupí!
dlga_ambassador_trade_deal:ambassador_trade_chose|Inu, obchodní dohoda tě přijde na 4 000 tolarů a výnosy z prodeje budou myslím dělat nejméně takových 2 500 tolarů měsíčně...
dlga_ambassador_trade_chose:ambassador_start|Souhlasím.
dlga_ambassador_trade_chose:ambassador_start.1|Musím si to ještě rozmyslet.
dlga_oim_tracai_monk_talk_quest_ended:close_window|Odpal a nech mě v klidu vypít pivo...
dlga_start:close_window.1|Jdi pryč!
dlga_event_triggered:oim_dmitriy_razin_rebel_end|V zemích Moskevského carství zavládla velká radost!
dlga_start:ramun_introduce_1|Dobrý den vinšuju, {mladíku/krasavice}.
dlga_ramun_introduce_1:ramun_introduce_2|Vypadáš jako obchodník... Kdepak máš zboží?
dlga_ramun_introduce_1:close_window|Promiň, teď zrovna mi není do řeči.
dlga_ramun_introduce_2:ramun_introduce_3|Obchodník. Ano, jsem, na mou věru. A zboží mám, pravda, moc zajímavé. Musím mu dvakrát denně dávat najíst a napít, a i tak mi zkouší utéct, sotva se k němu člověk obrátí zády.
dlga_ramun_introduce_3:ramun_introduce_4|Co prodáváš, dobytek?
dlga_ramun_introduce_4:ramun_introduce_5|Skoro jsi uhodl. Díky mě plují galéry sultána Porty, loďstvo sicilského krále a dokonce i koráby francouzského krále Ludvíka.
dlga_ramun_introduce_5:ramun_introduce_6|Aha, galejníky, veslaře!
dlga_ramun_introduce_6:ramun_introduce_7|Přesně tak! Tohle město vzkvétá jenom díky živému zboží. A já jsem ten, kdo tu prodává otroky kapitánům.
dlga_ramun_introduce_7:ramun_introduce_8|A odkud ty otroky bereš?
dlga_ramun_introduce_8:ramun_introduce_9|Všude možně - kupuju kořist z tatarských názejdů, válečné zajatce, zbojníky chycené při nájezdech a dezertéry. Ostatně, ty bys neměl někoho na prodej?
dlga_ramun_introduce_9:ramun_introduce_10|A kde bych ho vzal?
dlga_ramun_introduce_10:ramun_introduce_11|Kde asi? Bojuješ přece v bitvách, tak můžeš brát zajatce. Kdybys něco měl, zaplatím ti za každý kus zboží poctivými penězi.
dlga_ramun_introduce_11:ramun_introduce_12|Budu si tvůj návrh muset promyslet.
dlga_ramun_introduce_12:close_window|Jen si rozmysli, času dost. Dá se na tom vydělat spousta peněz, na mou duši. Neprodělal bys.
dlga_start:ramun_talk|Á, {playername}, zdravím tě.
dlga_ramun_pre_talk:ramun_talk|Ještě něco?
dlga_ramun_talk:ramun_sell_prisoners|Mám tu něco, co by tě mohlo zajímat.
dlga_ramun_sell_prisoners:ramun_sell_prisoners_2|Tak jo, ukaž, co máš...
dlga_ramun_sell_prisoners_2:close_window|S tebou je radost obchodovat.
dlga_ramun_talk:ramun_ask_about_capturing|Poraď mi, jak můžu vzít někoho do zajetí.
dlga_ramun_talk:ramun_ask_about_capturing.1|Pověz mi ještě jednou o těch zajatcích.
dlga_ramun_ask_about_capturing:ramun_have_blunt_weapon|Ty se v tom ještě moc nevyznáš, co? Není to nijak těžké. Když chceš vzít protivníka do zajetí, musíš ho srazit k zemi nějakým tupým předmětem, třeba palicí nebo obuškem. Nesmíš ho rozsekat ostrou zbraní, chápeš? Člověk takhle upadne na nějaký čas do bezvědomí, místo aby rovnou vypustil duši. Předpokládám, že nějakou drtivou zbraň mít budeš...
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_yes|Určitě.
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_no|Bojím se, že nemám.
dlga_ramun_have_blunt_weapon_yes:ramun_ask_about_capturing_2|Výborně. V tom případě musíš udělat jedinou věc - domlátit toho darebáka tak, aby zůstal ležet, a po bitvě mu nasadit želízka. Se šlechtou je to ještě jednodušší, šlechtic má většinou dost dobrou zbroj, a tak nezáleží na tom, jakou zbraň na něj použiješ. Zato obyčejného hrdlořeza stačí propíchnout a hned je z něj krve jako z prasete o zabijačce. Neříkám, že zboží musí být nějaká extra kvalita, ale musí aspoň dýchat, když ho kupuju.
dlga_ramun_have_blunt_weapon_no:ramun_have_blunt_weapon_no_2|Ne? V tom případě, představ si, máš dneska ohromné štěstí. Mám tady jeden starý obušek, který už jsem se chystal vyhodit. Tu máš, pořád s ním ještě můžeš někoho ztřískat, co se do něj vejde.
dlga_ramun_have_blunt_weapon_no_2:ramun_have_blunt_weapon_yes|Děkuju. Budu si ho muset vyzkoušet.
dlga_ramun_ask_about_capturing:ramun_ask_about_capturing_2|Dobře. Radši ti to ještě vysvětlím. Když chceš vzít protivníka do zajetí, musíš ho srazit k zemi nějakým tupým předmětem, třeba palicí nebo obuškem, ale nesnaž se ho rozsekat ostrou zbraní. Člověk takhle na nějaký čas ztratí vědomí, místo aby rovnou vypustil duši, chápeš? Se šlechtou je to ještě jednodušší, šlechtic má většinou dost dobrou zbroj, můžeš na ně mít jakoukoliv zbraň. Zato obyčejného hrdlořeza stačí propíchnout a hned je z něj krve jako z prasete.
dlga_ramun_ask_about_capturing_2:ramun_ask_about_capturing_3|Už je mi to jasné. Jsou ještě nějaké další věci, které je dobré vědět?
dlga_ramun_ask_about_capturing_3:ramun_ask_about_capturing_4|Ještě něco bys měl vědět. Drtivé zbraně způsobují o něco menší zranění než ostré, a tak je těžší nepřítele porazit. A můžeš mi věřit, že když dáš těm parchantům šanci, nebudou se dvakrát rozmýšlet a rovnou tě zamordují. Takže když si vezmeš na soupeře obušek, moc se s ním nepárej. Kromě toho se se zajatci nedá cestovat tak rychle, a tak spousta lidí pouští zajatce po bitvě prostě na svobodu. Hlupáci! Zahodit takovou spoustu peněz!
dlga_ramun_ask_about_capturing_4:ramun_ask_about_capturing_5|A to je všechno?
dlga_ramun_ask_about_capturing_5:ramun_ask_about_capturing_7|Poslední rada. Starat o zajatce není jednoduché, musíš se to naučit. Když chceš vzít větší množství zajatců, chce to správně s nimi zacházet, jinak ti všichni utečou.
dlga_ramun_ask_about_capturing_7:ramun_pre_talk|Děkuju, budu na to pamatovat.
dlga_ramun_talk:ramun_leave|Už půjdu...
dlga_ramun_leave:close_window|Pamatuj si - přiveď mi jakékoli zajatce. Zaplatím ti za každého slušné peníze.
dlga_start:manhunter_talk_b|Hej, ty tam! Neviděl jsi tu někde poblíž bandity?
dlga_manhunter_talk_b:manhunter_talk_b1|Ano, prošli tudy asi před hodinou tamtím směrem.
dlga_manhunter_talk_b1:close_window|Výborně! Tak to my ty darebáky pochytáme! Děkuju.
dlga_manhunter_talk_b:manhunter_talk_b2|Kdepak. Kde by se tu vzali bandité?
dlga_manhunter_talk_b2:close_window|Čert aby je vzal! Zalezli do děr jako krysy. No nic, dříve či později je odtud vykouříme.
dlga_start:looters_1|Pozor! Tento řetězec se nezobrazuje.
dlga_looters_1:looters_2|{s4}
dlga_looters_2:close_window|Nestraš kozla zelím. Nejdřív si to budeš muset rozdat se mnou.
dlga_looters_2:close_window.1|Na tebe, ty mrcho, mi věru nebude líto železa.
dlga_looters_2:bandit_barter_2|Vezmi si tuhle těch {reg1} tolarů a nech mě jít.
dlga_bandit_barter_2:close_window|No vidíš, nebylo to tak zlé, že? Tak už můžeš jít.
dlga_start:village_farmer_talk|{Milostivý pane/Milostivá paní}, my jsme jenom nuzní rolníci z vesnice {s11}. {reg1?Vezeme tady to zboží, na trh do města {s12}.:Byli jsme ve městě, {s12} dneska pořádá trhy - a teď se odtud vracíme do naší vesnice.}
dlga_village_farmer_talk:close_window|Tak se podíváme, jak je to s tou vaší chudobou doopravdy! Dejte sem všechno, co máte.
dlga_village_farmer_talk:close_window.1|Tak dobře, jděte si svou cestou.
dlga_start:member_castellan_talk|Á, {playername}. Co pro tebe můžu udělat?
dlga_member_castellan_pretalk:member_castellan_talk|Ještě něco?
dlga_member_castellan_talk:member_review_castle_garrison|Potřebuji záznamy o posádce pevnosti.
dlga_member_review_castle_garrison:member_castellan_pretalk|Samozřejmě, tady jsou záznamy, {pane/paní}. Jestli chceš něco změnit, stačí říct.
dlga_member_castellan_talk:member_review_castellan_equipment|Chci se podívat na tvoje vybavení.
dlga_member_review_castellan_equipment:member_castellan_pretalk|Prosím, tady je...
dlga_member_castellan_talk:member_castellan_join|Navrhuji ti nechat pevnost pevností a přidat se k mé družině.
dlga_member_castellan_join:close_window|Velmi si svého místa cením... Ale jestli si to opravdu přeješ, půjdu s tebou. Já a {playername}, to bude znít hezky.
dlga_member_castellan_join:member_castellan_pretalk|A kde budeme spát? Bereš s sebou celou armádu, {playername}, pro všechny tu nebude dost místa.
dlga_member_castellan_talk:close_window|Odejít...
dlga_member_chat:kidnapped_girl_chat_1|Už jsme doma?
dlga_kidnapped_girl_chat_1:kidnapped_girl_chat_2|Ještě ne.
dlga_kidnapped_girl_chat_2:close_window|Už abychom tam byli... Chci za maminkou a za tatínkem.
dlga_member_chat:member_lady_1|Kdy tak asi dorazíme do města, co myslíš?
dlga_member_lady_1:member_lady_2a|Ještě je to kus cesty...
dlga_member_lady_1:member_lady_2b|Brzy, už je to jen kousek.
dlga_member_lady_2a:close_window|Výborně. Hodlám si vychutnat každou minutu cesty. Cestovat na čerstvém vzduchu je mnohem lepší než dřepět celý den na hradě. Skoro ti závidím. Ty se můžeš toulat celý život.
dlga_member_lady_2b:close_window|Dobře. Nemysli si, že je mi s tebou špatně, ale jsem zvyklý na úplně jiný způsob života. Přesto je mi líto, že se musíme rozloučit. Slib mi, že za mnou brzy přijedeš!
dlga_member_chat:supported_pretender_talk|Zdravím tě. Jako {playername}, první a nejvěrnější z mých vojenských velitelů, mi jistě poradíš.
dlga_supported_pretender_pretalk:supported_pretender_talk|Ještě něco?
dlga_supported_pretender_talk:pretender_progress|Jak si myslíš, že na tom jsme?
dlga_supported_pretender_talk:oim_dmitriy_razin_sp_task|Nemáš pro mě nějaké rozkazy?
dlga_pretender_progress:pretender_progress_2|{reg11? Šlechta se za nás postaví, odhadem alespoň {reg11}: Zatím jsme na svou stranu nezískali ani jednoho šlechtice}. {reg21?{s9} získal podporu šlechty, jeho příznivců je přinejmenším {reg21}:{s9} si nezískal podporu ani jednoho šlechtice}. {reg19?Máme pod kontrolou  {reg13?nějaká ta města, přesně {reg13}, :}{reg14?hrady, těch je {reg14} :}{reg15?a vesnice, a to {reg15}:}:Nemáme pod kontrolou žádnou pevnost ani osadu}. {s9} {reg29? ovládá nějaká ta {reg23?města, přesný počet činí {reg23},:}{reg24? hrady, v počtu {reg24},:} {reg25? a vesnice, těch je {reg25}:}:už neovládá ani jednu tvrz nebo osadu}. Vzhledem k tomu si troufám předpokládat, že {s30}.
dlga_pretender_progress_2:supported_pretender_pretalk|Měli bychom pokračovat v boji a přidat se ke spojencům!
dlga_pretender_progress_2:pretender_quit_rebel_confirm|Vypadá to, že z téhle vzpoury nekouká nic dobrého. Měli bychom se stáhnout.
dlga_pretender_quit_rebel_confirm:pretender_quit_rebel_confirm_2|Ale no tak, v současné situaci mě přece nemůžeš opustit. Myslel jsem, že {playername} je synonymem pro čest. Co tě to vůbec napadlo?
dlga_pretender_quit_rebel_confirm_2:pretender_quit_rebel_confirm_3|Myslím to naprosto vážně. Už tě nadále nemůžu podporovat.
dlga_pretender_quit_rebel_confirm_2:supported_pretender_pretalk|Ne, samozřejmě že ne. Budu bojovat na tvé straně až do konce.
dlga_pretender_quit_rebel_confirm_3:pretender_quit_rebel_confirm_4|Víš to naprosto jistě? Jestli mě teď necháš na holičkách, nikdy ti to neodpustím.
dlga_pretender_quit_rebel_confirm_4:pretender_quit_rebel|Jsem si naprosto jist.
dlga_pretender_quit_rebel_confirm_4:supported_pretender_pretalk|Tak dobře, nebudu dělat ukvapená rozhodnutí.
dlga_pretender_quit_rebel:close_window|Staň se, co se má stát. Tím je to jasné. Prohrál jsem a budu se s tím muset smířit.
dlga_supported_pretender_talk:supported_pretender_equip|{reg65?Má paní:Pane}, dovolíš, abych ti zkontroloval výzbroj?
dlga_supported_pretender_equip:supported_pretender_pretalk|Prosím, zkontroluj, tady je...
dlga_supported_pretender_talk:pretneder_view_char_requested|Pověz mi prosím, jaké máš vlastnosti a schopnosti.
dlga_pretneder_view_char_requested:supported_pretender_pretalk|Ano, jistě.
dlga_supported_pretender_talk:oim_radzivil_dlg_orders|Jaké jsou tvé rozkazy, {pane/paní}?
dlga_supported_pretender_talk:oim_radzivil_dlg_kiev_report|Už vím všechno, co jste od kyjevského starosty chtěli.
dlga_supported_pretender_talk:oim_getman_ask_add_info_dlg|Tak co, kníže Januszi, povíš mi o Černém hejtmanovi?
dlga_supported_pretender_talk:oim_getman_tatarin_captured|Přivezl jsem zajatce.
dlga_supported_pretender_talk:oim_getman_kiev_captured_dlg|Dobyl jsem Kyjev...
dlga_supported_pretender_talk:close_window|Pojeďme dál, {reg65?paní:pane}.
dlga_do_member_trade:member_talk|Ještě něco?
dlga_member_chat:member_talk|{s6}
dlga_member_talk:member_trade|Ukaž, zkontroluju ti výzbroj.
dlga_member_trade:do_member_trade|Prosím, zkontroluj, tady je...
dlga_do_member_trade:member_talk.1|Ještě něco?
dlga_member_talk:oim_zagloba_help_answer|Poraď mi, pane Zaglobo, co mám dělat dál?
dlga_member_talk:oim_getman_mamay_kozak_legend_story|Neznáš náhodou starodávnou legendu o Černém hejtmanovi?
dlga_member_talk:view_member_char_requested|Pověz mi, jaké máš vlastnosti a schopnosti.
dlga_view_member_char_requested:do_member_view_char|Dobře... Všechno ti povím...
dlga_member_talk:member_separate|Budeme se muset na nějaký čas rozdělit.
dlga_member_separate:member_separate_confirm|Inu, nechce se mi jen tak poflakovat bez práce a čekat na tebe. Pojedu někam do města a poohlédnu se po nějaké práci. Souhlasíš?
dlga_member_separate:companion_quitting|No, v podstatě bych ti chtěl ještě něco říct.
dlga_member_separate_confirm:member_separate_yes|Ano. Měli bychom jít každý svou cestou.
dlga_member_separate_confirm:do_member_trade|Ne, nechci přijít o tvou společnost.
dlga_member_separate_yes:close_window|Dobře. Tak já pojedu. Něco už se pro mě najde...
dlga_member_talk:member_question|Chci se na něco zeptat.
dlga_member_talk:close_window|Už nic nepotřebuju.
dlga_member_question:member_question_2|Samozřejmě. Na co se chceš zeptat?
dlga_member_question_2:member_morale|Jak je podle tebe na tom družina? Co myslíš?
dlga_member_question_2:member_background_recap|Pověz mi ještě jednou něco o sobě.
dlga_member_morale:do_member_trade|{s21}
dlga_member_background_recap:member_background_recap_2|{s5}
dlga_member_background_recap_2:member_background_recap_3|{s5}
dlga_member_background_recap_3:do_member_trade|No a pak jsi mě vzal k sobě.
dlga_do_member_view_char:member_talk|Ještě něco?
dlga_start:close_window.2|Odjedeme hned, jak budeš {připravený/připravená}.
dlga_start:close_window.3|Neztrácejme, prosím, zbytečně čas, {pane/paní}. Třeba se ještě někdy uvidíme.
dlga_start:companion_recruit_intro_response|{s5}
dlga_companion_recruit_intro_response:companion_recruit_backstory_a|{s6}
dlga_companion_recruit_intro_response:close_window|{s7}
dlga_companion_recruit_backstory_a:companion_recruit_backstory_b|{s5}
dlga_companion_recruit_backstory_b:companion_recruit_backstory_c|{s5}
dlga_companion_recruit_backstory_c:companion_recruit_backstory_response|{s5}
dlga_companion_recruit_backstory_response:companion_recruit_signup|{s6}
dlga_companion_recruit_backstory_response:close_window|{s7}
dlga_companion_recruit_signup:companion_recruit_signup_b|{s5}
dlga_companion_recruit_signup_b:companion_recruit_signup_response|{s5}
dlga_companion_recruit_signup_response:close_window|Teď mám bohužel v družině plný stav, nemám volné místo.
dlga_companion_recruit_signup_response:companion_recruit_payment|{s6}
dlga_companion_recruit_signup_response:close_window.1|{s7}
dlga_companion_recruit_payment:companion_recruit_signup_confirm|.
dlga_companion_recruit_payment:companion_recruit_payment_response|{s5}
dlga_companion_recruit_payment_response:companion_recruit_signup_confirm|{s6}
dlga_companion_recruit_payment_response:close_window|Nezlob se prosím, ale teď si to nemůžu dovolit.
dlga_start:companion_recruit_meet_again|Dlouho jsme se neviděli.
dlga_companion_recruit_meet_again:companion_recruit_backstory_delayed|Tak mě napadá... Co vlastně pořád děláš od té doby, co jsme se viděli naposled?
dlga_companion_recruit_meet_again:close_window|Dobrý den.
dlga_start:companion_recruit_secondchance|Ano?
dlga_companion_recruit_secondchance:companion_recruit_backstory_b|Prosím za prominutí, pokud jsem se tě snad nějak {dotkl/dotkla}. Můžeš mi ještě chvíli povídat o sobě?
dlga_companion_recruit_secondchance:close_window|Na dlouhé povídání teď nemám dost času.
dlga_companion_recruit_backstory_delayed:companion_recruit_backstory_delayed_response|{s5}
dlga_companion_recruit_backstory_delayed_response:companion_recruit_signup_b|Možná se mi budeš hodit.
dlga_companion_recruit_backstory_delayed_response:close_window|Dám ti vědět, jestli se něco dozvím.
dlga_companion_recruit_signup_confirm:close_window|Výborně. Dej mi pár minut, ať si sbalím věci, a můžeme vyrazit.
dlga_start:companion_rehire|Můj návrh, že se přidám ke tvé družině, stále platí - můžeš mě do ní kdykoli pozvat.
dlga_start:companion_rehire.1|Těší mě, že tě vidím mezi živými, {s5}! Zajímalo mě, jestli tě zajali, zabili nebo se ti z toho podařilo dostat. Ale ty jsi z onačího těsta, tobě se jen tak něco nestane. Tak co, můžu se zase přidat ke tvé družině?
dlga_start:companion_rehire.2|{s5}
dlga_start:companion_was_dismissed|Vítej, {s21}! To je ale šťastné setkání! Už dlouho tě hledám.
dlga_companion_was_dismissed:companion_rehire|{s5}. Chceš mě mít v družině?
dlga_companion_rehire:companion_recruit_signup_confirm|Rád tě přijmu.
dlga_companion_rehire:companion_rehire_refused|Bohužel, má družina je teď plná.
dlga_companion_rehire_refused:close_window|Co se dá dělat... Jestli si to rozmyslíš, zastav se za mnou, ano?
dlga_event_triggered:center_captured_lord_advice|{s1} teď zůstává bez pána. Koho by tam bylo dobré dosadit?
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}. {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|Vždycky bylo mým snem vládnout panství {s1}. (Državy: {s0})
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|Jak vidno, {s1} je od nynějška tvoje, {s66}. (Državy: {s0})
dlga_center_captured_lord_advice_2:close_window|Hmmm. Dobře, rad, které mi dává {playername}, si vždy cením. {reg6?{s1} bude patřit mně.:{reg7??y dostaneš léno {s1}:{s11} dostane léno {s1}}.}
dlga_event_triggered:companion_quitting|{s5}, musím ti něco říct.
dlga_companion_quitting:companion_quitting_2|{s5}
dlga_companion_quitting_2:companion_quitting_response|Povím ti vše, co chceš slyšet. {s21}?
dlga_companion_quitting_response:companion_quitting_yes|Dobře, můžeš jít.
dlga_companion_quitting_response:companion_quitting_persuasion|Snad se mi podaří tě přesvědčit.
dlga_companion_quitting_persuasion:close_window|Hmm, když to říkáš, nějaký čas tedy ještě zůstanu a pomůžu ti.
dlga_companion_quitting_persuasion:companion_quitting_response|Promiň, ale s tímhle nesouhlasím. Půjdu svou cestou, ať se ti to líbí nebo ne.
dlga_companion_quitting_response:companion_quitting_no|Máme tu takový zvyk - dezertéry rovnou věšíme.
dlga_companion_quitting_no:companion_quitting_no_confirm|Ehm... to... opravdu?
dlga_companion_quitting_no_confirm:companion_quitting_no_confirmed|Ano. Tohle vojsko opustíš jedině na můj rozkaz - a nebo na svém vlastním štítu.
dlga_companion_quitting_no_confirm:companion_quitting_yes|Ale ne, prosím tě, dělám si legraci. Můžeš jít, jestli chceš.
dlga_companion_quitting_yes:close_window|V tom případě sbohem - ty, kdo nosíš jméno {playername}. Možná se ještě někdy uvidíme.
dlga_companion_quitting_no_confirmed:close_window|Ehm, v tom případě myslím raději zůstanu.
dlga_event_triggered:companion_objection_response|{s5}
dlga_companion_objection_response:close_window|Děkuji, cením si tvé podpory.
dlga_companion_objection_response:close_window.1|Mlč a doufám, že už se to nebude opakovat.
dlga_companion_objection_response:close_window.2|Námitky se přijímají. A teď pochodem v chod a hybaj zpátky k jednotce.
dlga_event_triggered:companion_personalityclash2_b|{s5}
dlga_companion_personalityclash2_b:companion_personalityclash2_response|{s5}
dlga_companion_personalityclash2_response:close_window|{s11} je cenným členem této družiny. Doufám, že se ta tvoje půtka s {reg11?ní:ním} už nebude opakovat.
dlga_companion_personalityclash2_response:close_window.1|Vyřiď, ať si {s11} laskavě uvědomí, že jsem na vaší straně.
dlga_companion_personalityclash2_response:close_window.2|Nemám na vaše hloupé spory čas. Už mě s tím neotravuj.
dlga_event_triggered:companion_personalityclash_b|{s5}
dlga_companion_personalityclash_b:companion_personalityclash_response|{s5}
dlga_companion_personalityclash_response:close_window|{s11} je cenným členem této družiny. Doufám, že se ta tvoje půtka s {reg11?ní:ním} už nebude opakovat.
dlga_companion_personalityclash_response:close_window.1|Vyřiďte, ať si {s11} laskavě uvědomí, že jsem na vaší straně, tak ať se chová slušně.
dlga_companion_personalityclash_response:close_window.2|Nemám na vaše hloupé spory čas. Vyřešte si to mezi sebou sami.
dlga_event_triggered:companion_personalitymatch_b|{s5}
dlga_companion_personalitymatch_b:companion_personalitymatch_response|{s5}
dlga_companion_personalitymatch_response:close_window|Tak dobře.
dlga_event_triggered:companion_home_description|{s5}
dlga_companion_home_description:companion_home_description_2|Pověz mi o tom víc.
dlga_companion_home_description:close_window|Teď nemám na plané řeči čas.
dlga_companion_home_description:close_window.1|Nemyslím, že by mě lidé z mého doprovodu obtěžovali kvůli takové maličkosti.
dlga_companion_home_description_2:companion_home_description_3|{s5}
dlga_companion_home_description_3:close_window|{s5}
dlga_event_triggered:rebel_thanks_answer|{s6}
