trp_swadian_skirmisher_pl|波 蘭 火 槍 民 兵　
trp_swadian_skirmisher_levelup|波 蘭 資 深 火 槍 民 兵　
trp_swadian_skirmisher_levelup_pl|波 蘭 資 深 火 槍 民 兵　
trp_swadian_footman|波 蘭 長 槍 兵　
trp_swadian_footman_pl|波 蘭 長 槍 兵　
trp_swadian_footman_levelup|波 蘭 資 深 長 槍 兵　
trp_swadian_footman_levelup_pl|波 蘭 資 深 長 槍 兵　
trp_swadian_crossbowman|波 蘭 勇 士　
trp_swadian_crossbowman_pl|波 蘭 勇 士　
trp_swadian_crossbowman_levelup|波 蘭 資 深 勇 士　
trp_swadian_crossbowman_levelup_pl|波 蘭 資 深 勇 士　
trp_swadian_infantry|波 蘭 日 耳 曼 長 槍 兵　
trp_swadian_infantry_pl|波 蘭 日 耳 曼 長 槍 兵　
trp_swadian_infantry_levelup|波 蘭 日 耳 曼 資 深 長 槍 兵　
trp_swadian_infantry_levelup_pl|波 蘭 日 耳 曼 資 深 長 槍 兵　
trp_swadian_sharpshooter|波 蘭 日 耳 曼 火 槍 兵　
trp_swadian_sharpshooter_pl|波 蘭 日 耳 曼 火 槍 兵　
trp_swadian_sharpshooter_levelup|波 蘭 日 耳 曼 資 深 火 槍 兵　
trp_swadian_sharpshooter_levelup_pl|波 蘭 日 耳 曼 資 深 火 槍 兵　
trp_swadian_man_at_arms|波 蘭 義 勇 騎 兵　
trp_swadian_man_at_arms_pl|波 蘭 義 勇 騎 兵　
trp_swadian_man_at_arms_levelup|波 蘭 資 深 義 勇 騎 兵　
trp_swadian_man_at_arms_levelup_pl|波 蘭 資 深 義 勇 騎 兵　
trp_polish_dragoon|波 蘭 龍 騎 兵　
trp_polish_dragoon_pl|波 蘭 龍 騎 兵　
trp_polish_dragoon_levelup|波 蘭 資 深 龍 騎 兵　
trp_polish_dragoon_levelup_pl|波 蘭 資 深 龍 騎 兵　
trp_swadian_sergeant|波 蘭 披 甲 哥 薩 克 騎 兵　
trp_swadian_sergeant_pl|波 蘭 披 甲 哥 薩 克 騎 兵　
trp_swadian_sergeant_levelup|波 蘭 資 深 披 甲 哥 薩 克 騎 兵　
trp_swadian_sergeant_levelup_pl|波 蘭 資 深 披 甲 哥 薩 克 騎 兵　
trp_polish_reytar|波 蘭 手 槍 騎 兵　
trp_polish_reytar_pl|波 蘭 手 槍 騎 兵　
trp_polish_reytar_levelup|波 蘭 資 深 手 槍 騎 兵　
trp_polish_reytar_levelup_pl|波 蘭 資 深 手 槍 騎 兵　
trp_swadian_knight|波 蘭 翼 騎 兵　
trp_swadian_knight_pl|波 蘭 翼 騎 兵　
trp_swadian_knight_levelup|波 蘭 資 深 翼 騎 兵　
trp_swadian_knight_levelup_pl|波 蘭 資 深 翼 騎 兵　
trp_swadian_messenger|傳 令 兵　
trp_swadian_messenger_pl|傳 令 兵　
trp_swadian_deserter|逃 兵　
trp_swadian_deserter_pl|逃 兵　
trp_swadian_prison_guard|監 獄 守 衛　
trp_swadian_prison_guard_pl|監 獄 守 衛　
trp_swadian_castle_guard|守 衛　
trp_swadian_castle_guard_pl|守 衛　
trp_vaegir_recruit|俄 國 棍 棒 民 兵　
trp_vaegir_recruit_pl|俄 國 棍 棒 民 兵　
trp_vaegir_footman|俄 國 長 槍 民 兵　
trp_vaegir_footman_pl|俄 國 長 槍 民 兵　
trp_vaegir_footman_levelup|俄 國 資 深 長 槍 民 兵　
trp_vaegir_footman_levelup_pl|俄 國 資 深 長 槍 民 兵　
trp_vaegir_skirmisher|俄 國 市 民 射 手　
trp_vaegir_skirmisher_pl|俄 國 市 民 射 手　
trp_vaegir_skirmisher_levelup|俄 國 資 深 市 民 射 手　
trp_vaegir_skirmisher_levelup_pl|俄 國 資 深 市 民 射 手　
trp_vaegir_veteran|俄 國 輔 助 長 槍 兵　
trp_vaegir_veteran_pl|俄 國 輔 助 長 槍 兵　
trp_vaegir_veteran_levelup|俄 國 資 深 輔 助 長 槍 兵　
trp_vaegir_veteran_levelup_pl|俄 國 資 深 輔 助 長 槍 兵　
trp_vaegir_archer|俄 國 射 手　
trp_vaegir_archer_pl|俄 國 射 手　
trp_vaegir_archer_levelup|俄 國 資 深 射 手　
trp_vaegir_archer_levelup_pl|俄 國 資 深 射 手　
trp_vaegir_infantry|俄 國 新 軍 長 槍 兵　
trp_vaegir_infantry_pl|俄 國 新 軍 長 槍 兵　
trp_vaegir_infantry_levelup|俄 國 資 深 新 軍 長 槍 兵　
trp_vaegir_infantry_levelup_pl|俄 國 資 深 新 軍 長 槍 兵　
trp_vaegir_marksman|俄 國 新 軍 火 槍 手　
trp_vaegir_marksman_pl|俄 國 新 軍 火 槍 手　
trp_vaegir_marksman_levelup|俄 國 資 深 新 軍 火 槍 手　
trp_vaegir_marksman_levelup_pl|俄 國 資 深 新 軍 火 槍 手　
trp_vaegir_horseman|俄 國 農 奴 兵　
trp_vaegir_horseman_pl|俄 國 農 奴 兵　
trp_vaegir_horseman_levelup|俄 國 資 深 農 奴 兵　
trp_vaegir_horseman_levelup_pl|俄 國 資 深 農 奴 兵　
trp_moskow_dragoon|俄 國 貴 族 騎 兵　
trp_moskow_dragoon_pl|俄 國 貴 族 騎 兵　
trp_moskow_dragoon_levelup|俄 國 資 深 貴 族 騎 兵　
trp_moskow_dragoon_levelup_pl|俄 國 資 深 貴 族 騎 兵　
trp_vaegir_knight|俄 國 手 槍 騎 兵　
trp_vaegir_knight_pl|俄 國 手 槍 騎 兵　
trp_vaegir_knight_levelup|俄 國 資 深 手 槍 騎 兵　
trp_vaegir_knight_levelup_pl|俄 國 資 深 手 槍 騎 兵　
trp_vaegir_guard|俄 國 貴 族 護 衛　
trp_vaegir_guard_pl|俄 國 貴 族 護 衛　
trp_vaegir_guard_levelup|俄 國 資 深 貴 族 護 衛　
trp_vaegir_guard_levelup_pl|俄 國 資 深 貴 族 護 衛　
trp_vaegir_messenger|傳 令 兵　
trp_vaegir_messenger_pl|傳 令 兵　
trp_vaegir_deserter|維 吉 亞 逃 兵　
trp_vaegir_deserter_pl|維 吉 亞 逃 兵　
trp_vaegir_prison_guard|監 獄 守 衛　
trp_vaegir_prison_guard_pl|監 獄 守 衛　
trp_vaegir_castle_guard|守 衛　
trp_vaegir_castle_guard_pl|守 衛　
trp_rinda|俄 國 沙 皇 護 衛　
trp_rinda_pl|俄 國 沙 皇 護 衛　
trp_khergit_tribesman|克 裡 米 亞 游 牧 民　
trp_khergit_tribesman_pl|克 裡 米 亞 游 牧 民　
trp_khergit_skirmisher|克 裡 米 亞 奴 隸 兵　
trp_khergit_skirmisher_pl|克 裡 米 亞 奴 隸 兵　
trp_khergit_skirmisher_levelup|克 裡 米 亞 資 深 奴 隸 兵　
trp_khergit_skirmisher_levelup_pl|克 裡 米 亞 資 深 奴 隸 兵　
trp_khergit_horseman|克 裡 米 亞 部 族 騎 兵　
trp_khergit_horseman_pl|克 裡 米 亞 部 族 騎 兵　
trp_khergit_horseman_levelup|克 裡 米 亞 資 深 部 族 騎 兵　
trp_khergit_horseman_levelup_pl|克 裡 米 亞 資 深 部 族 騎 兵　
trp_saymen|克 裡 米 亞 守 備 兵　
trp_saymen_pl|克 裡 米 亞 守 備 兵　
trp_saymen_levelup|克 裡 米 亞 資 深 守 備 兵　
trp_saymen_levelup_pl|克 裡 米 亞 資 深 守 備 兵　
trp_khergit_horse_archer|克 裡 米 亞 札 薩 克 騎 兵　
trp_khergit_horse_archer_pl|克 裡 米 亞 札 薩 克 騎 兵　
trp_khergit_horse_archer_levelup|克 裡 米 亞 資 深 札 薩 克 騎 兵　
trp_khergit_horse_archer_levelup_pl|克 裡 米 亞 資 深 札 薩 克 騎 兵　
trp_khergit_lancer|克 裡 米 亞 歐 古 蘭 武 士　
trp_khergit_lancer_pl|克 裡 米 亞 歐 古 蘭 武 士　
trp_khergit_lancer_levelup|克 裡 米 亞 資 深 歐 古 蘭 武 士　
trp_khergit_lancer_levelup_pl|克 裡 米 亞 資 深 歐 古 蘭 武 士　
trp_khergit_veteran_horse_archer|克 裡 米 亞 王 公 護 衛　
trp_khergit_veteran_horse_archer_pl|克 裡 米 亞 王 公 護 衛　
trp_khergit_veteran_horse_archer_levelup|克 裡 米 亞 資 深 王 公 護 衛　
trp_khergit_veteran_horse_archer_levelup_pl|克 裡 米 亞 資 深 王 公 護 衛　
trp_asak_bey|克 裡 米 亞 小 頭 領　
trp_asak_bey_pl|克 裡 米 亞 小 頭 領　
trp_asak_bey_levelup|克 裡 米 亞 資 深 小 頭 領　
trp_asak_bey_levelup_pl|克 裡 米 亞 資 深 小 頭 領　
trp_zyndjirli|克 裡 米 亞 可 汗 近 衛　
trp_zyndjirli_pl|克 裡 米 亞 可 汗 近 衛　
trp_zyndjirli_levelup|克 裡 米 亞 資 深 可 汗 近 衛　
trp_zyndjirli_levelup_pl|克 裡 米 亞 資 深 可 汗 近 衛　
trp_khergit_messenger|傳 令 兵　
trp_khergit_messenger_pl|傳 令 兵　
trp_khergit_deserter|逃 兵　
trp_khergit_deserter_pl|逃 兵　
trp_khergit_prison_guard|監 獄 守 衛　
trp_khergit_prison_guard_pl|監 獄 守 衛　
trp_khergit_castle_guard|守 衛　
trp_khergit_castle_guard_pl|守 衛　
trp_nord_recruit|瑞 典 城 鎮 民 兵　
trp_nord_recruit_pl|瑞 典 城 鎮 民 兵　
trp_nord_footman|瑞 典 長 槍 民 兵　
trp_nord_footman_pl|瑞 典 長 槍 民 兵　
trp_nord_footman_levelup|瑞 典 資 深 長 槍 民 兵　
trp_nord_footman_levelup_pl|瑞 典 資 深 長 槍 民 兵　
trp_nord_huntsman|瑞 典 火 槍 民 兵　
trp_nord_huntsman_pl|瑞 典 火 槍 民 兵　
trp_nord_huntsman_levelup|瑞 典 資 深 火 槍 民 兵　
trp_nord_huntsman_levelup_pl|瑞 典 資 深 火 槍 民 兵　
trp_nord_trained_footman|瑞 典 長 槍 兵　
trp_nord_trained_footman_pl|瑞 典 長 槍 兵　
trp_nord_trained_footman_levelup|瑞 典 資 深 長 槍 兵　
trp_nord_trained_footman_levelup_pl|瑞 典 資 深 長 槍 兵　
trp_nord_archer|瑞 典 火 槍 兵　
trp_nord_archer_pl|瑞 典 火 槍 兵　
trp_nord_archer_levelup|瑞 典 資 深 火 槍 兵　
trp_nord_archer_levelup_pl|瑞 典 資 深 火 槍 兵　
trp_sved_swordmaster|瑞 典 劍 士　
trp_sved_swordmaster_pl|瑞 典 劍 士　
trp_sved_swordmaster_levelup|瑞 典 資 深 劍 士　
trp_sved_swordmaster_levelup_pl|瑞 典 資 深 劍 士　
trp_nord_veteran_archer|瑞 典 護 衛　
trp_nord_veteran_archer_pl|瑞 典 護 衛　
trp_nord_veteran_archer_levelup|瑞 典 資 深 護 衛　
trp_nord_veteran_archer_levelup_pl|瑞 典 資 深 護 衛　
trp_nord_warrior|瑞 典 龍 騎 兵　
trp_nord_warrior_pl|瑞 典 龍 騎 兵　
trp_nord_warrior_levelup|瑞 典 資 深 龍 騎 兵　
trp_nord_warrior_levelup_pl|瑞 典 資 深 龍 騎 兵　
trp_nord_champion|瑞 典 胸 甲 騎 兵　
trp_nord_champion_pl|瑞 典 胸 甲 騎 兵　
trp_nord_champion_levelup|瑞 典 資 深 胸 甲 騎 兵　
trp_nord_champion_levelup_pl|瑞 典 資 深 胸 甲 騎 兵　
trp_sved_lancers|瑞 典 胸 甲 槍 騎 兵　
trp_sved_lancers_pl|瑞 典 胸 甲 槍 騎 兵　
trp_sved_lancers_levelup|瑞 典 資 深 胸 甲 槍 騎 兵　
trp_sved_lancers_levelup_pl|瑞 典 資 深 胸 甲 槍 騎 兵　
trp_nord_veteran|瑞 典 手 槍 騎 兵　
trp_nord_veteran_pl|瑞 典 手 槍 騎 兵　
trp_nord_veteran_levelup|瑞 典 資 深 手 槍 騎 兵　
trp_nord_veteran_levelup_pl|瑞 典 資 深 手 槍 騎 兵　
trp_nord_messenger|傳 令 兵　
trp_nord_messenger_pl|傳 令 兵　
trp_nord_deserter|諾 德 逃 兵　
trp_nord_deserter_pl|諾 德 逃 兵　
trp_nord_prison_guard|監 獄 守 衛　
trp_nord_prison_guard_pl|監 獄 守 衛　
trp_nord_castle_guard|守 衛　
trp_nord_castle_guard_pl|守 衛　
trp_rhodok_tribesman|哥 薩 克 村 夫　
trp_rhodok_tribesman_pl|哥 薩 克 村 夫　
trp_rhodok_spearman|哥 薩 克 貧 民 長 槍 兵　
trp_rhodok_spearman_pl|哥 薩 克 貧 民 長 槍 兵　
trp_rhodok_spearman_levelup|哥 薩 克 資 深 貧 民 長 槍 兵　
trp_rhodok_spearman_levelup_pl|哥 薩 克 資 深 貧 民 長 槍 兵　
trp_ukr_golota|哥 薩 克 貧 民 騎 兵　
trp_ukr_golota_pl|哥 薩 克 貧 民 騎 兵　
trp_ukr_golota_levelup|哥 薩 克 資 深 貧 民 騎 兵　
trp_ukr_golota_levelup_pl|哥 薩 克 資 深 貧 民 騎 兵　
trp_rhodok_sergeant|扎 波 羅 熱 哥 薩 克 步 兵　
trp_rhodok_sergeant_pl|扎 波 羅 熱 哥 薩 克 步 兵　
trp_rhodok_sergeant_levelup|扎 波 羅 熱 哥 薩 克 資 深 步 兵　
trp_rhodok_sergeant_levelup_pl|扎 波 羅 熱 哥 薩 克 資 深 步 兵　
trp_rhodok_trained_crossbowman|哥 薩 克 水 兵　
trp_rhodok_trained_crossbowman_pl|哥 薩 克 水 兵　
trp_rhodok_trained_crossbowman_levelup|哥 薩 克 資 深 水 兵　
trp_rhodok_trained_crossbowman_levelup_pl|哥 薩 克 資 深 水 兵　
trp_rhodok_veteran_spearman|哥 薩 克 酋 長 護 衛　
trp_rhodok_veteran_spearman_pl|哥 薩 克 酋 長 護 衛　
trp_rhodok_veteran_spearman_levelup|哥 薩 克 資 深 酋 長 護 衛　
trp_rhodok_veteran_spearman_levelup_pl|哥 薩 克 資 深 酋 長 護 衛　
trp_rhodok_trained_spearman|哥 薩 克 勇 士　
trp_rhodok_trained_spearman_pl|哥 薩 克 勇 士　
trp_rhodok_trained_spearman_levelup|哥 薩 克 資 深 勇 士　
trp_rhodok_trained_spearman_levelup_pl|哥 薩 克 資 深 勇 士　
trp_rhodok_crossbowman|哥 薩 克 警 衛　
trp_rhodok_crossbowman_pl|哥 薩 克 警 衛　
trp_rhodok_crossbowman_levelup|哥 薩 克 資 深 警 衛　
trp_rhodok_crossbowman_levelup_pl|哥 薩 克 資 深 警 衛　
trp_ukr_storoja|哥 薩 克 長 槍 警 衛　
trp_ukr_storoja_pl|哥 薩 克 長 槍 警 衛　
trp_ukr_storoja_levelup|哥 薩 克 資 深 長 槍 警 衛　
trp_ukr_storoja_levelup_pl|哥 薩 克 資 深 長 槍 警 衛　
trp_rhodok_veteran_crossbowman|扎 波 羅 熱 哥 薩 克 騎 兵　
trp_rhodok_veteran_crossbowman_pl|扎 波 羅 熱 哥 薩 克 騎 兵　
trp_rhodok_veteran_crossbowman_levelup|扎 波 羅 熱 哥 薩 克 資 深 騎 兵　
trp_rhodok_veteran_crossbowman_levelup_pl|扎 波 羅 熱 哥 薩 克 資 深 騎 兵　
trp_rhodok_messenger|傳 令 兵　
trp_rhodok_messenger_pl|傳 令 兵　
trp_rhodok_deserter|羅 多 克 逃 兵　
trp_rhodok_deserter_pl|羅 多 克 逃 兵　
trp_rhodok_prison_guard|監 獄 守 衛　
trp_rhodok_prison_guard_pl|監 獄 守 衛　
trp_rhodok_castle_guard|守 衛　
trp_rhodok_castle_guard_pl|守 衛　
trp_looter|劫 匪　
trp_looter_pl|劫 匪　
trp_bandit|強 盜　
trp_bandit_pl|強 盜　
trp_brigand|土 匪　
trp_brigand_pl|土 匪　
trp_mountain_bandit|強 盜　
trp_mountain_bandit_pl|強 盜　
trp_forest_bandit|造 反 者　
trp_forest_bandit_pl|造 反 者　
trp_sea_raider|土 匪　
trp_sea_raider_pl|土 匪　
trp_steppe_bandit|韃 靼 突 襲 者　
trp_steppe_bandit_pl|韃 靼 突 襲 者　
trp_black_khergit_horseman|黑 旗 庫 吉 特 騎 手　
trp_black_khergit_horseman_pl|黑 旗 庫 吉 特 騎 手　
trp_manhunter|秘 密 神 射 手　
trp_manhunter_pl|秘 密 神 射 手　
trp_slave_driver|奴 販 押 解　
trp_slave_driver_pl|奴 販 押 解　
trp_slave_hunter|奴 販 獵 手　
trp_slave_hunter_pl|奴 販 獵 手　
trp_slave_crusher|奴 販 打 手　
trp_slave_crusher_pl|奴 販 打 手　
trp_slaver_chief|奴 販 首 領　
trp_slaver_chief_pl|奴 販 首 領　
trp_follower_woman|隨 營 婦 女　
trp_follower_woman_pl|隨 營 婦 女　
trp_hunter_woman|女 獵 手　
trp_hunter_woman_pl|女 獵 手　
trp_fighter_woman|女 護 衛　
trp_fighter_woman_pl|女 護 衛　
trp_sword_sister|女 劍 士　
trp_sword_sister_pl|女 劍 士　
trp_basurman_azap|奧 斯 曼 輕 步 兵　
trp_basurman_azap_pl|奧 斯 曼 輕 步 兵　
trp_basurman_azap_levelup|奧 斯 曼 資 深 輕 步 兵　
trp_basurman_azap_levelup_pl|奧 斯 曼 資 深 輕 步 兵　
trp_basurman_jebelu|奧 斯 曼 侍 從 騎 兵　
trp_basurman_jebelu_pl|奧 斯 曼 侍 從 騎 兵　
trp_basurman_jebelu_levelup|奧 斯 曼 資 深 侍 從 騎 兵　
trp_basurman_jebelu_levelup_pl|奧 斯 曼 資 深 侍 從 騎 兵　
trp_janissar|奧 斯 曼 蘇 丹 親 兵　
trp_janissar_pl|奧 斯 曼 蘇 丹 親 兵　
trp_janissar_levelup|奧 斯 曼 資 深 蘇 丹 親 兵　
trp_janissar_levelup_pl|奧 斯 曼 資 深 蘇 丹 親 兵　
trp_scott_pika|蘇 格 蘭 長 槍 兵　
trp_scott_pika_pl|蘇 格 蘭 長 槍 兵　
trp_scott_pika_levelup|蘇 格 蘭 資 深 長 槍 兵　
trp_scott_pika_levelup_pl|蘇 格 蘭 資 深 長 槍 兵　
trp_scott_musket|蘇 格 蘭 火 槍 兵　
trp_scott_musket_pl|蘇 格 蘭 火 槍 兵　
trp_scott_musket_levelup|蘇 格 蘭 資 深 火 槍 兵　
trp_scott_musket_levelup_pl|蘇 格 蘭 資 深 火 槍 兵　
trp_scott_sword|蘇 格 蘭 劍 士　
trp_scott_sword_pl|蘇 格 蘭 劍 士　
trp_scott_sword_levelup|蘇 格 蘭 資 深 劍 士　
trp_scott_sword_levelup_pl|蘇 格 蘭 資 深 劍 士　
trp_pruss_pike|日 耳 曼 長 槍 兵　
trp_pruss_pike_pl|日 耳 曼 長 槍 兵　
trp_pruss_pike_levelup|日 耳 曼 資 深 長 槍 兵　
trp_pruss_pike_levelup_pl|日 耳 曼 資 深 長 槍 兵　
trp_rundashir|奧 地 利 圓 盾 手　
trp_rundashir_pl|奧 地 利 圓 盾 手　
trp_rundashir_levelup|奧 地 利 資 深 圓 盾 手　
trp_rundashir_levelup_pl|奧 地 利 資 深 圓 盾 手　
trp_tatar_merc_peh|韃 靼 步 兵　
trp_tatar_merc_peh_pl|韃 靼 步 兵　
trp_tatar_merc_peh_levelup|韃 靼 資 深 步 兵　
trp_tatar_merc_peh_levelup_pl|韃 靼 資 深 步 兵　
trp_litva_musket|立 陶 宛 火 槍 兵　
trp_litva_musket_pl|立 陶 宛 火 槍 兵　
trp_litva_musket_levelup|立 陶 宛 資 深 火 槍 兵　
trp_litva_musket_levelup_pl|立 陶 宛 資 深 火 槍 兵　
trp_gorod_kozak|哥 薩 克 城 鎮 民 兵　
trp_gorod_kozak_pl|哥 薩 克 城 鎮 民 兵　
trp_gorod_kozak_levelup|哥 薩 克 資 深 城 鎮 民 兵　
trp_gorod_kozak_levelup_pl|哥 薩 克 資 深 城 鎮 民 兵　
trp_finn_arcebuz|芬 蘭 火 繩 槍 兵　
trp_finn_arcebuz_pl|芬 蘭 火 繩 槍 兵　
trp_finn_arcebuz_levelup|芬 蘭 資 深 火 繩 槍 兵　
trp_finn_arcebuz_levelup_pl|芬 蘭 資 深 火 繩 槍 兵　
trp_don_cossack|哥 薩 克 村 莊 民 兵　
trp_don_cossack_pl|哥 薩 克 村 莊 民 兵　
trp_don_cossack_levelup|頓 河 哥 薩 克 騎 兵　
trp_don_cossack_levelup_pl|頓 河 哥 薩 克 騎 兵　
trp_reestrovuy_kozak|哥 薩 克 正 規 騎 兵　
trp_reestrovuy_kozak_pl|哥 薩 克 正 規 騎 兵　
trp_reestrovuy_kozak_levelup|哥 薩 克 資 深 正 規 騎 兵　
trp_reestrovuy_kozak_levelup_pl|哥 薩 克 資 深 正 規 騎 兵　
trp_lisovchiki|波 蘭 敢 死 騎 兵　
trp_lisovchiki_pl|波 蘭 敢 死 騎 兵　
trp_lisovchiki_levelup|波 蘭 資 深 敢 死 騎 兵　
trp_lisovchiki_levelup_pl|波 蘭 資 深 敢 死 騎 兵　
trp_litva_lipki|立 陶 宛 韃 靼 騎 兵　
trp_litva_lipki_pl|立 陶 宛 韃 靼 騎 兵　
trp_litva_lipki_levelup|立 陶 宛 資 深 韃 靼 騎 兵　
trp_litva_lipki_levelup_pl|立 陶 宛 資 深 韃 靼 騎 兵　
trp_ttr_nogay|諾 蓋 騎 兵　
trp_ttr_nogay_pl|諾 蓋 騎 兵　
trp_ttr_nogay_levelup|諾 蓋 資 深 騎 兵　
trp_ttr_nogay_levelup_pl|諾 蓋 資 深 騎 兵　
trp_ttr_cherkes|索 卡 西 亞 騎 兵　
trp_ttr_cherkes_pl|索 卡 西 亞 騎 兵　
trp_ttr_cherkes_levelup|索 卡 西 亞 資 深 騎 兵　
trp_ttr_cherkes_levelup_pl|索 卡 西 亞 資 深 騎 兵　
trp_mosk_kalmyk|俄 國 卡 爾 梅 克 騎 兵　
trp_mosk_kalmyk_pl|俄 國 卡 爾 梅 克 騎 兵　
trp_mosk_kalmyk_levelup|俄 國 卡 爾 梅 克 資 深 騎 兵　
trp_mosk_kalmyk_levelup_pl|俄 國 卡 爾 梅 克 資 深 騎 兵　
trp_tatar_merc_cav|韃 靼 騎 兵　
trp_tatar_merc_cav_pl|韃 靼 騎 兵　
trp_tatar_merc_cav_levelup|韃 靼 資 深 騎 兵　
trp_tatar_merc_cav_levelup_pl|韃 靼 資 深 騎 兵　
trp_merc_reytar|日 耳 曼 手 槍 騎 兵　
trp_merc_reytar_pl|日 耳 曼 手 槍 騎 兵　
trp_merc_reytar_levelup|黑 衫 騎 士　
trp_merc_reytar_levelup_pl|黑 衫 騎 士　
trp_refugee|難 民　
trp_refugee_pl|難 民　
trp_peasant_woman|農 婦　
trp_peasant_woman_pl|農 婦　
trp_caravan_master|商 隊 頭 領　
trp_caravan_master_pl|商 隊 首 領　
trp_kidnapped_girl|被 綁 架 的 女 孩　
trp_kidnapped_girl_pl|被 綁 架 的 女 孩　
trp_town_walker_1|市 民　
trp_town_walker_1_pl|市 民　
trp_town_walker_2|市 民　
trp_town_walker_2_pl|市 民　
trp_village_walker_1|村 民　
trp_village_walker_1_pl|村 民　
trp_village_walker_2|村 民　
trp_village_walker_2_pl|村 民　
trp_rich_baba_pol|平 民　
trp_rich_baba_pol_pl|平 民　
trp_pure_baba_pol|平 民　
trp_pure_baba_pol_pl|平 民　
trp_rich_mujik_pol|平 民　
trp_rich_mujik_pol_pl|平 民　
trp_pure_mujik_pol|平 民　
trp_pure_mujik_pol_pl|平 民　
trp_rich_baba_mosk|平 民　
trp_rich_baba_mosk_pl|平 民　
trp_pure_baba_mosk|平 民　
trp_pure_baba_mosk_pl|平 民　
trp_rich_mujik_mosk|平 民　
trp_rich_mujik_mosk_pl|平 民　
trp_pure_mujik_mosk|平 民　
trp_pure_mujik_mosk_pl|平 民　
trp_rich_baba_ttr|平 民　
trp_rich_baba_ttr_pl|平 民　
trp_pure_baba_ttr|平 民　
trp_pure_baba_ttr_pl|平 民　
trp_rich_mujik_ttr|平 民　
trp_rich_mujik_ttr_pl|平 民　
trp_pure_mujik_ttr|平 民　
trp_pure_mujik_ttr_pl|平 民　
trp_rich_baba_swd|平 民　
trp_rich_baba_swd_pl|平 民　
trp_pure_baba_swd|平 民　
trp_pure_baba_swd_pl|平 民　
trp_rich_mujik_swd|平 民　
