dlga_start:close_window|Warning: This line is never displayed. It is just for storing conversation variables.
dlga_ms_elder_list:ms_already_builded|Dites-moi, qu'est-ce qui a déjà été construit ici ?
dlga_ms_elder_list:ms_already_builded.1|Dites-moi, quels postes sont déjà occupés ?
dlga_ms_elder_list:close_window|Je dois y aller...
dlga_ms_view_elements:ms_view_elements_list|{s0}
dlga_ms_view_elements_list:ms_element_menu|{s2}
dlga_ms_view_elements_list:ms_elder_dialog_start|C'est tout.
dlga_ms_view_elements_list:ms_extra_adviser|Compris.
dlga_ms_element_menu:ms_element_menu_list|{s0}. Que voulez-vous faire, {Monsieur/Madame} ?
dlga_ms_element_menu_list:ms_player_read_descr|{s2} 
dlga_ms_element_menu_list:ms_element_description|Dites-m'en plus...
dlga_ms_element_menu_list:ms_view_elements|Rien...
dlga_ms_player_read_descr:ms_player_read_descr_list|Il faut {reg2} {reg1?jours:heures} et {reg3} thalers pour {reg0?trouver un honnête homme:construire un bâtiment}.
dlga_ms_player_read_descr_list:ms_elder_dialog_start|Très bien
dlga_ms_player_read_descr_list:ms_element_menu|J'ai changé d'avis.
dlga_ms_element_description:ms_element_description_list|{s0}
dlga_ms_element_description_list:ms_element_menu|Compris.
dlga_ms_already_builded:ms_already_builded_list|{s1} {s2}
dlga_ms_already_builded_list:ms_elder_dialog_start|C'est tout.
dlga_ms_already_builded_list:ms_extra_adviser|Compris.
dlga_ms_npc_dialog_start:ms_npc_list|Lequel de vos compagnons voudriez-vous entraîner ?
dlga_ms_npc_list:ms_npc_variants|{s0}
dlga_ms_npc_list:close_window|J'ai changé d'avis.
dlga_ms_npc_variants:ms_npc_dialog_start|Nous ne pouvons rien lui apprendre de plus !
dlga_ms_npc_variants:ms_nps_variant_descr|Très bien, choisissez une discipline que vous souhaiteriez maîtriser.
dlga_ms_nps_variant_descr:ms_nps_variant_selected|Médecine
dlga_ms_nps_variant_descr:ms_nps_variant_selected.1|Tactiques
dlga_ms_nps_variant_descr:ms_nps_variant_selected.2|Entraînement militaire
dlga_ms_nps_variant_descr:ms_npc_dialog_start|Retour...
dlga_ms_nps_variant_selected:ms_npc_agree_disagree|Le coût de l'entraînement sera de {reg0} thalers.
dlga_ms_npc_agree_disagree:close_window|Très bien, voici votre dû.
dlga_ms_npc_agree_disagree:ms_npc_variants|Une autre fois.
dlga_ms_extra_adviser:ms_extra_adviser_list|Bien, qui allons-nous voir ?
dlga_ms_extra_adviser_list:ms_view_elements|{s0}
dlga_ms_extra_adviser_list:close_window|Retour...
dlga_messenger_dialog_start:centres_list|Votre capitale a été conquise, votre seigneurie ! Où souhaiteriez-vous en créer une autre ?
dlga_centres_list:close_window|{s0}
dlga_centres_list:close_window.1|Retour...
dlga_ambassador_start:ambassador_variants|Quels sont vos ordres, sérénissime {playername} ?
dlga_ambassador_variants:ambassador_peace|J'aimerais discuter du traité de paix...
dlga_ambassador_variants:ambassador_start|Préparez-vous à la guerre !
dlga_ambassador_variants:ambassador_trade_deal|J'aimerais passer un accord commercial.
dlga_ambassador_variants:close_window|Rien pour l'instant...
dlga_ambassador_peace:ambassador_peace_choose|{s0}
dlga_ambassador_peace_choose:ambassador_start|Vos désirs sont on ne peut plus raisonnables. Nous sommes d'accord.
dlga_ambassador_peace_choose:ambassador_start.1|Notre nation ne fera jamais de telles concessions !
dlga_ambassador_trade_deal:ambassador_trade_chose|Cet accord commercial vous coûtera 4 000 thalers. Les revenus que vous tirerez de votre activité commerciale ne devraient pas être inférieurs à 2 500 thalers par mois...
dlga_ambassador_trade_chose:ambassador_start|Je suis d'accord.
dlga_ambassador_trade_chose:ambassador_start.1|Je dois y réfléchir.
dlga_oim_tracai_monk_talk_quest_ended:close_window|Allez-vous-en. Ne me dérangez pas pendant que je bois ma bière...
dlga_start:close_window.1|Allez, en route !
dlga_event_triggered:oim_dmitriy_razin_rebel_end|Une grande allégresse s'étend sur les terres de Moscou !
dlga_start:ramun_introduce_1|Je vous salue, {jeune homme/jeune femme}.
dlga_ramun_introduce_1:ramun_introduce_2|Vous semblez être un commerçant, mais je n'aperçois aucune marchandise.
dlga_ramun_introduce_1:close_window|Je vous prie de m'excuser, je n'ai pas le temps de discuter.
dlga_ramun_introduce_2:ramun_introduce_3|Un commerçant ? Oh, oui, j'en suis un. Cependant, mes marchandises sont un peu particulières. Elles doivent être nourries et lavées deux fois par jour et tentent de s'échapper si vous leur tournez le dos.
dlga_ramun_introduce_3:ramun_introduce_4|Vous vendez du bétail ?
dlga_ramun_introduce_4:ramun_introduce_5|À peu de chose près. C'est grâce à moi que les galères de la Sublime Porte, les taridas du roi de Sicile et les navires du roi Louis de France peuvent se déplacer.
dlga_ramun_introduce_5:ramun_introduce_6|Ah, des galériens...
dlga_ramun_introduce_6:ramun_introduce_7|Tout à fait, des galériens ! Cette cité prospère grâce à mes biens vivants. Je ne suis que son humble serviteur... façon de parler.
dlga_ramun_introduce_7:ramun_introduce_8|D'où proviennent vos esclaves ?
dlga_ramun_introduce_8:ramun_introduce_9|De différentes sources : certains me sont fournis par les Yesir, d'autres sont des otages tartares, des prisonniers de guerre, des bandits ou des déserteurs capturés... Vous ne pouvez pas être exigeant en ce qui concerne vos fournisseurs dans ce métier. Vous n'auriez pas par hasard quelques prisonniers avec vous ? 
dlga_ramun_introduce_9:ramun_introduce_10|Moi ? 
dlga_ramun_introduce_10:ramun_introduce_11|Pourquoi pas ? Vous m'avez tout l'air d'être un guerrier. Vous pourriez faire un prisonnier ou deux, durant vos batailles. Quoi qu'il en soit, j'offre une belle somme en échange de tout homme que vous pouvez me confier.
dlga_ramun_introduce_11:ramun_introduce_12|Hmm... Je vais y réfléchir.
dlga_ramun_introduce_12:close_window|Je compte sur vous ! Il y beaucoup d'argent à se faire, ne vous y trompez pas. Bien assez pour nous deux.
dlga_start:ramun_talk|Bonjour, {playername}.
dlga_ramun_pre_talk:ramun_talk|Autre chose ?
dlga_ramun_talk:ramun_sell_prisoners|J'ai quelque chose qui pourrait vous intéresser.
dlga_ramun_sell_prisoners:ramun_sell_prisoners_2|Faites-moi voir ce que vous avez...
dlga_ramun_sell_prisoners_2:close_window|C'est un plaisir de faire des affaires avec vous.
dlga_ramun_talk:ramun_ask_about_capturing|Pourriez-vous me conseiller ? Comment capturer un prisonnier ?
dlga_ramun_talk:ramun_ask_about_capturing.1|Pouvez-vous me renseigner à nouveau sur la manière de capturer des prisonniers ?
dlga_ramun_ask_about_capturing:ramun_have_blunt_weapon|Ha, vous êtes étranger à cette pratique, alors ? Ce n'est pas très compliqué. La règle de base pour capturer un prisonnier est de l'assommer avec une arme contondante, comme une masse d'armes ou un gourdin, plutôt que de le transpercer avec une épée. De cette manière, il perd conscience pendant une courte durée au lieu de se vider de son sang, vous voyez ? Vous avez une arme contondante sur vous, n'est-ce pas ?
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_yes|Bien entendu.
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_no|Hum... Je ne crois pas.
dlga_ramun_have_blunt_weapon_yes:ramun_ask_about_capturing_2|Bien. Ensuite, tout ce que vous avez à faire, c'est assommer le bougre avec votre arme. Lorsque le combat est fini, vous le mettez aux fers. C'est un peu différent pour les nobles ou autres personnes de haut rang, ils ont tendance à être suffisamment protégés pour que le type d'arme utilisé importe peu, cependant l'agitateur moyen saignera comme un porc si vous le touchez avec une arme tranchante. Je ne suis pas très exigeant, tant qu'il arrive à marcher.
dlga_ramun_have_blunt_weapon_no:ramun_have_blunt_weapon_no_2|Non ? Hé hé, ça doit être votre jour de chance. J'ai un vieux gourdin qui traîne dans le coin que j'allais jeter. Tenez, prenez-le. Il est encore assez solide pour assommer quelqu'un.
dlga_ramun_have_blunt_weapon_no_2:ramun_have_blunt_weapon_yes|Merci. Je vais tenter ma chance.
dlga_ramun_ask_about_capturing:ramun_ask_about_capturing_2|Bon, je vais de nouveau tenter de vous expliquer à l'aide de termes simples. La règle de base pour capturer un prisonnier est de l'assommer avec une arme contondante, comme une masse d'armes ou un gourdin, plutôt que de le transpercer avec une épée. De cette manière, il perd conscience pendant une courte durée au lieu de se vider de son sang, vous voyez ? C'est un peu différent pour les nobles ou autres personnes de haut rang, ils ont tendance à être suffisamment protégés pour que le type d'arme utilisé importe peu, cependant l'agitateur moyen saignera comme un porc si vous le touchez avec une arme tranchante.
dlga_ramun_ask_about_capturing_2:ramun_ask_about_capturing_3|Bon, je crois que j'ai compris. Autre chose ?
dlga_ramun_ask_about_capturing_3:ramun_ask_about_capturing_4|Eh bien, ça n'est pas aussi simple qu'il n'y paraît. Les armes contondantes n'occasionnent pas autant de dégâts que les armes tranchantes, ainsi vous aurez un peu plus de mal à abattre vos ennemis. Et croyez-moi, la plupart des vermines que vous rencontrerez chercheront vraisemblablement à vous tuer dès qu'elles en auront l'opportunité. Alors, ne vous attendez pas à ce qu'on vous manifeste de la courtoisie si vous sortez un gourdin plutôt qu'une épée. De plus, le fait de devoir trimballer des prisonniers ralentira votre groupe, ce qui explique pourquoi certaines personnes libèrent leur prisonnier après un combat. Personnellement, je trouve que c'est de la folie. Comment quelqu'un pourrait-il refuser tout cet argent, hein ?
dlga_ramun_ask_about_capturing_4:ramun_ask_about_capturing_5|Ce sera tout ?
dlga_ramun_ask_about_capturing_5:ramun_ask_about_capturing_7|Ah oui, une dernière chose. La gestion des prisonniers n'est pas une tâche facile. Vous pouvez la qualifier de talent à part entière. Si vous voulez capturer beaucoup de prisonniers, il faudra y mettre du vôtre, sinon vous ne parviendrez pas à retenir le moindre homme.
dlga_ramun_ask_about_capturing_7:ramun_pre_talk|Merci, je tâcherai de m'en souvenir.
dlga_ramun_talk:ramun_leave|Je dois y aller.
dlga_ramun_leave:close_window|Souvenez-vous, vous pouvez m'amener n'importe lequel de vos prisonniers. Je vous paierai un bon prix pour chaque homme.
dlga_start:manhunter_talk_b|Eh, vous là ! Avez-vous vu d'autres hors-la-loi dans les parages ?
dlga_manhunter_talk_b:manhunter_talk_b1|Oui, ils sont allés dans cette direction il y a environ une heure.
dlga_manhunter_talk_b1:close_window|Parfait ! Nous allons enfin les attraper, ces chiens, c'est certain ! Mille mercis.
dlga_manhunter_talk_b:manhunter_talk_b2|Non, je n'ai pas vu de hors-la-loi récemment.
dlga_manhunter_talk_b2:close_window|Que le diable les emporte ! Ils se cachent comme des rats dans ce pays. Bah, nous finirons par les débusquer tôt ou tard.
dlga_start:looters_1|Warning: This line should never be displayed.
dlga_looters_1:looters_2|{s4}
dlga_looters_2:close_window|Vous ne me faites pas peur. Préparez-vous à tâter de mon épée !
dlga_looters_2:close_window.1|Je serai sans aucune pitié, vermine. 
dlga_looters_2:bandit_barter_2|Prenez ces {reg1} thalers et fichez-moi la paix.
dlga_bandit_barter_2:close_window|Ha ha ! Bien. Partez, maintenant.
dlga_start:village_farmer_talk|{Monsieur/Madame}, nous ne sommes que de pauvres fermiers du village de {s11}. {reg1?Nous apportons nos produits au marché de {s12}.:Nous revenons du marché de {s12} et retournons dans notre village.} 
dlga_village_farmer_talk:close_window|On verra ce qui vous reste une fois que je vous aurai pris tout ce que vous avez ! 
dlga_village_farmer_talk:close_window.1|Très bien, alors. Allez en paix.
dlga_start:member_castellan_talk|Oui, {playername} ? Que puis-je faire pour vous ?
dlga_member_castellan_pretalk:member_castellan_talk|Autre chose ?
dlga_member_castellan_talk:member_review_castle_garrison|Je veux inspecter la garnison de la forteresse.
dlga_member_review_castle_garrison:member_castellan_pretalk|Bien sûr, voici nos listes, {Monsieur/Madame}. Faites-moi savoir si vous souhaitez y apporter des modifications.
dlga_member_castellan_talk:member_review_castellan_equipment|Laissez-moi voir votre équipement.
dlga_member_review_castellan_equipment:member_castellan_pretalk|Entendu, tout est là...
dlga_member_castellan_talk:member_castellan_join|Je veux que vous quittiez la forteresse pour rejoindre mon groupe.
dlga_member_castellan_join:close_window|Je me suis beaucoup attaché à cet endroit... Mais si tel est votre désir, {playername}, je viendrai avec vous.
dlga_member_castellan_join:member_castellan_pretalk|Et où allons-nous dormir ? Vous déplacez une armée entière avec vous, {playername}, il n'y a pas assez de place pour nous tous. 
dlga_member_castellan_talk:close_window|Quitter...
dlga_member_chat:kidnapped_girl_chat_1|Sommes-nous arrivés ?
dlga_kidnapped_girl_chat_1:kidnapped_girl_chat_2|Pas encore.
dlga_kidnapped_girl_chat_2:close_window|J'ai hâte de revenir. Mon père et ma mère m'ont tellement manqué que je ferais n'importe quoi pour les revoir.
dlga_member_chat:member_lady_1|{playername}, quand croyez-vous que nous arriverons à destination ?
dlga_member_lady_1:member_lady_2a|Un long chemin nous attend encore.
dlga_member_lady_1:member_lady_2b|Très prochainement. Nous y sommes presque.
dlga_member_lady_2a:close_window|Très bien, je vais pouvoir profiter du voyage un peu plus longtemps. Je n'ai pas à me plaindre. D'ailleurs, je trouve que parcourir les terres est bien plus agréable que de rester assis toute la journée dans la forteresse. Je dois dire que j'envie votre vie de voyages innombrables...
dlga_member_lady_2b:close_window|C'est une bonne nouvelle. Non pas que je n'apprécie pas votre compagnie, mais je me lasse de ces longs périples. Il n'empêche que je serai triste de vous quitter. Vous devez me promettre de venir me rendre visite quand vous le pourrez !
dlga_member_chat:supported_pretender_talk|Je vous salue, {playername}, mon premier seigneur de guerre. J'attends vos conseils. 
dlga_supported_pretender_pretalk:supported_pretender_talk|Autre chose ?
dlga_supported_pretender_talk:pretender_progress|Que pensez-vous de l'état de notre progression ? 
dlga_supported_pretender_talk:oim_dmitriy_razin_sp_task|Avez-vous une tâche à me confier ?
dlga_pretender_progress:pretender_progress_2|{reg11?Nous avons {reg11} nobles à nos côtés:Aucun noble ne nous a rejoint pour le moment}, alors que {reg21?{s9} a encore {reg21} nobles qui le soutiennent:{s9} n'a plus aucun noble dans ses rangs}. {reg19?Nous contrôlons {reg13?{reg13} bourgs:} {reg14?{reg14} forteresses:} {reg15?et {reg15} villages:}:Nous ne contrôlons aucun territoire}, alors {reg29?qu'ils ont encore {reg23?{reg23} bourgs:} {reg24?{reg24} forteresses:} {reg25?et {reg25} villages:}:qu'il ne leur reste aucun territoire}. Dans l'ensemble, {s30}.
dlga_pretender_progress_2:supported_pretender_pretalk|Nous devons continuer le combat et mobiliser nos troupes !
dlga_pretender_progress_2:pretender_quit_rebel_confirm|Il semble que cette rébellion ne mène nulle part. Nous devons abandonner.
dlga_pretender_quit_rebel_confirm:pretender_quit_rebel_confirm_2|{playername}, vous ne pouvez pas m'abandonner maintenant. Êtes-vous sérieux ?
dlga_pretender_quit_rebel_confirm_2:pretender_quit_rebel_confirm_3|En effet, je le suis. Je ne peux plus vous soutenir.
dlga_pretender_quit_rebel_confirm_2:supported_pretender_pretalk|Je plaisantais. Je me battrai pour vous jusqu'à ce que nous soyons victorieux.
dlga_pretender_quit_rebel_confirm_3:pretender_quit_rebel_confirm_4|En êtes-vous absolument sûr ? Je ne le vous pardonnerai jamais si vous abandonnez ma cause. 
dlga_pretender_quit_rebel_confirm_4:pretender_quit_rebel|J'en suis sûr.
dlga_pretender_quit_rebel_confirm_4:supported_pretender_pretalk|Permettez-moi d'y réfléchir encore un peu.
dlga_pretender_quit_rebel:close_window|Qu'il en soit ainsi. Nous sommes perdus. Il n'y a plus d'espoir, je dois l'accepter.
dlga_supported_pretender_talk:supported_pretender_equip|{reg65?Madame:Mon seigneur}, m'autoriseriez-vous à examiner vos équipements ?
dlga_supported_pretender_equip:supported_pretender_pretalk|Entendu, tout est ici...
dlga_supported_pretender_talk:pretneder_view_char_requested|Cela vous dérangerait-il de me renseigner sur vos compétences ?
dlga_pretneder_view_char_requested:supported_pretender_pretalk|Pas de problème.
dlga_supported_pretender_talk:oim_radzivil_dlg_orders|Quels sont vos ordres, votre seigneurie ?
dlga_supported_pretender_talk:oim_radzivil_dlg_kiev_report|J'ai trouvé tout ce qu'il vous fallait chez le maire de Kiev...
dlga_supported_pretender_talk:oim_getman_ask_add_info_dlg|Alors, Prince Janusz, voulez-vous me parler de la Masse noire ?
dlga_supported_pretender_talk:oim_getman_tatarin_captured|J'ai amené le prisonnier.
dlga_supported_pretender_talk:oim_getman_kiev_captured_dlg|J'ai conquis Kiev...
dlga_supported_pretender_talk:close_window|Continuons notre route, {reg65?Madame:Monsieur}.
dlga_do_member_trade:member_talk|Autre chose ?
dlga_member_chat:member_talk|{s6}
dlga_member_talk:member_trade|Laissez-moi voir votre équipement.
dlga_member_trade:do_member_trade|Entendu, tout est ici...
dlga_do_member_trade:member_talk.1|Autre chose ?
dlga_member_talk:oim_zagloba_help_answer|Dites-moi, Colonel Zagloba, que croyez-vous que je devrais faire ensuite ?
dlga_member_talk:oim_getman_mamay_kozak_legend_story|Avez-vous entendu parler de l'ancienne légende de la Masse noire ?
dlga_member_talk:view_member_char_requested|Que pouvez-vous me dire au sujet de vos compétences ?
dlga_view_member_char_requested:do_member_view_char|Bien, laissez-moi vous raconter...
dlga_member_talk:member_separate|Nous devons nous séparer pour le moment.
dlga_member_separate:member_separate_confirm|Vous comprenez bien que je ne vais pas attendre votre retour les bras croisés. Je vais me rendre dans les bourgs pour chercher un autre travail. C'est vraiment ce que vous voulez ?
dlga_member_separate:companion_quitting|Bien, en fait, il y avait quelque chose dont je voulais vous parler. 
dlga_member_separate_confirm:member_separate_yes|C'est juste. C'est ici que nos chemins se séparent.
dlga_member_separate_confirm:do_member_trade|Non, je préférerais vous avoir à mes côtés.
dlga_member_separate_yes:close_window|Bien. Je m'en vais alors. Revenez me voir si vous avez besoin.
dlga_member_talk:member_question|Je voudrais vous demander quelque chose.
dlga_member_talk:close_window|Je n'ai pas le temps de discuter, pour l'instant.
dlga_member_question:member_question_2|Entendu. Que vouliez-vous demander ?
dlga_member_question_2:member_morale|Que pensez-vous de la tournure que prennent les choses dans cette compagnie ?
dlga_member_question_2:member_background_recap|Racontez-moi encore votre histoire. 
dlga_member_morale:do_member_trade|{s21}
dlga_member_background_recap:member_background_recap_2|{s5}
dlga_member_background_recap_2:member_background_recap_3|{s5}
dlga_member_background_recap_3:do_member_trade|Puis, je vous ai rejoint peu après.
dlga_do_member_view_char:member_talk|Autre chose ?
dlga_start:close_window.2|Nous partirons dès que vous serez prêt.
dlga_start:close_window.3|Ne perdons pas plus de temps ici, {Monsieur/Madame}. Nous nous retrouverons peut-être un jour.
dlga_start:companion_recruit_intro_response|{s5}
dlga_companion_recruit_intro_response:companion_recruit_backstory_a|{s6}
dlga_companion_recruit_intro_response:close_window|{s7}
dlga_companion_recruit_backstory_a:companion_recruit_backstory_b|{s5}
dlga_companion_recruit_backstory_b:companion_recruit_backstory_c|{s5}
dlga_companion_recruit_backstory_c:companion_recruit_backstory_response|{s5}
dlga_companion_recruit_backstory_response:companion_recruit_signup|{s6}
dlga_companion_recruit_backstory_response:close_window|{s7}
dlga_companion_recruit_signup:companion_recruit_signup_b|{s5}
dlga_companion_recruit_signup_b:companion_recruit_signup_response|{s5}
dlga_companion_recruit_signup_response:close_window|Malheureusement, je ne peux intégrer plus d'hommes au sein de mon groupe pour l'instant.
dlga_companion_recruit_signup_response:companion_recruit_payment|{s6}
dlga_companion_recruit_signup_response:close_window.1|{s7}
dlga_companion_recruit_payment:companion_recruit_signup_confirm|.
dlga_companion_recruit_payment:companion_recruit_payment_response|{s5}
dlga_companion_recruit_payment_response:companion_recruit_signup_confirm|{s6}
dlga_companion_recruit_payment_response:close_window|Hélas, je ne peux pas me le permettre pour l'instant.
dlga_start:companion_recruit_meet_again|Je suis content de vous revoir.
dlga_companion_recruit_meet_again:companion_recruit_backstory_delayed|Alors... Que vous est-il arrivé depuis notre dernière rencontre ? 
dlga_companion_recruit_meet_again:close_window|Passez une bonne journée.
dlga_start:companion_recruit_secondchance|Oui ?
dlga_companion_recruit_secondchance:companion_recruit_backstory_b|Toutes mes excuses si ma grossièreté vous a offensé. Je vous en prie, racontez-moi votre histoire.
dlga_companion_recruit_secondchance:close_window|J'ai peur que l'heure ne soit pas aux discussions.
dlga_companion_recruit_backstory_delayed:companion_recruit_backstory_delayed_response|{s5}
dlga_companion_recruit_backstory_delayed_response:companion_recruit_signup_b|Vous pourriez m'être utile.
dlga_companion_recruit_backstory_delayed_response:close_window|Je vous ferai savoir si j'entends parler de quoi que se soit.
dlga_companion_recruit_signup_confirm:close_window|Bien ! Laissez-moi quelques instants pour me préparer et je serai prête y aller.
dlga_start:companion_rehire|Ma proposition tient toujours, je suis toujours disposé à rejoindre votre groupe, si vous voulez de moi.
dlga_start:companion_rehire.1|Que c'est bon de vous voir en vie, {s5} ! Je craignais le pire... J'ignorais si vous aviez été fait prisonnier ou même tué... Mais je vois que vous êtes plus fort que jamais ! Alors, qu'en dites-vous ? Acceptez-vous de me réintégrer à votre compagnie ?
dlga_start:companion_rehire.2|{s5}
dlga_start:companion_was_dismissed|C'est bon de vous voir, {s21} ! Pour vous dire la vérité, j'ai longtemps espéré que nos routes se croisent de nouveau.
dlga_companion_was_dismissed:companion_rehire|{s5}. Voudriez-vous que je réintègre la compagnie ?
dlga_companion_rehire:companion_recruit_signup_confirm|Content que tu sois de retour, mon ami !
dlga_companion_rehire:companion_rehire_refused|Pardon, mais je ne peux engager personne d'autre pour le moment.
dlga_companion_rehire_refused:close_window|Bien... Revenez me voir si vous changez d'avis, hein ?
dlga_event_triggered:center_captured_lord_advice|{s1} n'est plus dirigé par quiconque. Je me demande qui pourrait en devenir le prochain dirigeant...
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}. {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|Oh, ce serait une bénédiction si je devenais maître de {s1}. (fiefs : {s0})
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|J'estime que {s1} devrait revenir à l'héritier légitime du trône. (fiefs: {s0})
dlga_center_captured_lord_advice_2:close_window|Hmmm... J'apprécie grandement vos conseils, {playername}. {reg6?Seul l'héritier légitime mérite de diriger {s1}.:{reg7?Il est plus probable que vous receviez {s1}:Il est plus probable que {s11} reçoive {s1}}.}
dlga_event_triggered:companion_quitting|{s5}, j'aimerais vous dire quelque chose.
dlga_companion_quitting:companion_quitting_2|{s5}
dlga_companion_quitting_2:companion_quitting_response|Exprimez-vous plus clairement, {s21}.
dlga_companion_quitting_response:companion_quitting_yes|Très bien. Partez dans ce cas.
dlga_companion_quitting_response:companion_quitting_persuasion|Peut-être, puis-je vous persuader de changer d'avis. 
dlga_companion_quitting_persuasion:close_window|Hmm... Vu sous cet angle, je suppose que je peux rester plus longtemps, pour voir si les choses s'améliorent.
dlga_companion_quitting_persuasion:companion_quitting_response|Cela m'attriste, mais je ne vois pas où vous voulez en venir. Je prends congé de vous.
dlga_companion_quitting_response:companion_quitting_no|Nous pendons les déserteurs dans cette compagnie.
dlga_companion_quitting_no:companion_quitting_no_confirm|Oh... D'accord... Vous êtes sérieux ?
dlga_companion_quitting_no_confirm:companion_quitting_no_confirmed|Absolument. Soit vous quittez cette compagnie sur mon ordre, soit vous la quittez sur votre bouclier.
dlga_companion_quitting_no_confirm:companion_quitting_yes|Non, ça n'est pas ce que je veux dire. Vous êtes libre de partir. 
dlga_companion_quitting_yes:close_window|Alors je vous salue. Peut-être vous verrai-je dans les parages, {playername}.
dlga_companion_quitting_no_confirmed:close_window|Hmm... Je pense que je vais rester, alors.
dlga_event_triggered:companion_objection_response|{s5}
dlga_companion_objection_response:close_window|Merci, j'apprécie votre soutien.
dlga_companion_objection_response:close_window.1|Avec un peu de chance, ça n'arrivera plus.
dlga_companion_objection_response:close_window.2|Je prends en compte votre objection. À présent, regagnez le rang. 
dlga_event_triggered:companion_personalityclash2_b|{s5}
dlga_companion_personalityclash2_b:companion_personalityclash2_response|{s5}
dlga_companion_personalityclash2_response:close_window|{s11} est un membre important de cette compagnie. Je ne veux plus que vous vous querelliez avec {reg11?elle:lui}.
dlga_companion_personalityclash2_response:close_window.1|Dites à {s11} que vous avez mon soutien.
dlga_companion_personalityclash2_response:close_window.2|Je n'ai pas le temps de m'occuper de vos querelles mesquines. Cessez de m'importuner de nouveau à ce sujet. 
dlga_event_triggered:companion_personalityclash_b|{s5}
dlga_companion_personalityclash_b:companion_personalityclash_response|{s5}
dlga_companion_personalityclash_response:close_window|{s11} est un membre compétent de cette compagnie. Je ne veux plus que vous vous querelliez avec {reg11?elle:lui}.
dlga_companion_personalityclash_response:close_window.1|Dites à {s11} que vous avez mon soutien et qu'{reg11?elle:il} devrait tenir sa langue.
dlga_companion_personalityclash_response:close_window.2|Je n'ai pas le temps de m'occuper de vos querelles mesquines. Cessez de m'importuner de nouveau à ce sujet. 
dlga_event_triggered:companion_personalitymatch_b|{s5}
dlga_companion_personalitymatch_b:companion_personalitymatch_response|{s5}
dlga_companion_personalitymatch_response:close_window|Très bien.
dlga_event_triggered:companion_home_description|{s5}
dlga_companion_home_description:companion_home_description_2|Dites-m'en plus.
