dlga_start:close_window|Warning: This line is never displayed. It is just for storing conversation variables.
dlga_ms_elder_list:ms_already_builded|Burada hali hazırda ne inşaa edilmiş durumda?
dlga_ms_elder_list:ms_already_builded.1|Hangi konumlar hali hazırda dolu?
dlga_ms_elder_list:close_window|Gitmeliyim...
dlga_ms_view_elements:ms_view_elements_list|{s0}
dlga_ms_view_elements_list:ms_element_menu|{s2}
dlga_ms_view_elements_list:ms_elder_dialog_start|Şimdilik bu kadar.
dlga_ms_view_elements_list:ms_extra_adviser|Anlaşıldı.
dlga_ms_element_menu:ms_element_menu_list|{s0}. Ne yapmak istersiniz lordum?
dlga_ms_element_menu_list:ms_player_read_descr|{s2} 
dlga_ms_element_menu_list:ms_element_description|Daha fazla bilgi verir misin...
dlga_ms_element_menu_list:ms_view_elements|Vazgeçtim...
dlga_ms_player_read_descr:ms_player_read_descr_list|{reg0?Uygun bir adam bulmak:Binayı yapmak} {reg2} {reg1?gün:saat} ve {reg3} talere mal olalacak.
dlga_ms_player_read_descr_list:ms_elder_dialog_start|Pekala
dlga_ms_player_read_descr_list:ms_element_menu|Fikrimi değiştirdim.
dlga_ms_element_description:ms_element_description_list|{s0}
dlga_ms_element_description_list:ms_element_menu|Anlaşıldı.
dlga_ms_already_builded:ms_already_builded_list|{s1} {s2}
dlga_ms_already_builded_list:ms_elder_dialog_start|Hepsi bu kadar.
dlga_ms_already_builded_list:ms_extra_adviser|Anlaşıldı.
dlga_ms_npc_dialog_start:ms_npc_list|Hangi yoldaşını eğitmek istersin?
dlga_ms_npc_list:ms_npc_variants|{s0}
dlga_ms_npc_list:close_window|Fikrimi değiştirdim.
dlga_ms_npc_variants:ms_npc_dialog_start|Ona döğretecek başka bir şeyimiz yok!
dlga_ms_npc_variants:ms_nps_variant_descr|Pekala, uzmanlaşmak istediğin bi sanat seç.
dlga_ms_nps_variant_descr:ms_nps_variant_selected|İlaç
dlga_ms_nps_variant_descr:ms_nps_variant_selected.1|Taktik
dlga_ms_nps_variant_descr:ms_nps_variant_selected.2|Askeri eğitim.
dlga_ms_nps_variant_descr:ms_npc_dialog_start|Geri dön...
dlga_ms_nps_variant_selected:ms_npc_agree_disagree|Eğitim bedeli {reg0} taler.
dlga_ms_npc_agree_disagree:close_window|Pekala, işte paran.
dlga_ms_npc_agree_disagree:ms_npc_variants|Başka zaman.
dlga_ms_extra_adviser:ms_extra_adviser_list|Pekala, kime gideceğiz?
dlga_ms_extra_adviser_list:ms_view_elements|{s0}
dlga_ms_extra_adviser_list:close_window|Geri dön...
dlga_messenger_dialog_start:centres_list|Lordum başkentiniz işgal edildi! Yeni başkentin neresi olmasını istersiniz?
dlga_centres_list:close_window|{s0}
dlga_centres_list:close_window.1|Geri dön...
dlga_ambassador_start:ambassador_variants|Emriniz nedir yüce {playername}?
dlga_ambassador_variants:ambassador_peace|Barış anlaşması için görüşmek istiyorum...
dlga_ambassador_variants:ambassador_start|Savaşa hazırlanın!
dlga_ambassador_variants:ambassador_trade_deal|Ticaret anlaşması yapmak istiyorum.
dlga_ambassador_variants:close_window|Şimdilik bir şey yok...
dlga_ambassador_peace:ambassador_peace_choose|{s0}
dlga_ambassador_peace_choose:ambassador_start|İstekleriniz oldukça makul. Kabul ediyoruz.
dlga_ambassador_peace_choose:ambassador_start.1|Ulusumuz asla böyle imtiyazlar vermez!
dlga_ambassador_trade_deal:ambassador_trade_chose|Bu ticaret anlaşması sana 4000 talere mal olacak ve bu ticaretten elde edeceğin aylık gelir büyük ihtimalle 2500 talerden az olmayacak.
dlga_ambassador_trade_chose:ambassador_start|Kabul ediyorum.
dlga_ambassador_trade_chose:ambassador_start.1|Bunu düşünmem lazım.
dlga_oim_tracai_monk_talk_quest_ended:close_window|Git başımdan. Biramı içerken beni rahatsız etme...
dlga_start:close_window.1|Git başımdan!
dlga_event_triggered:oim_dmitriy_razin_rebel_end|Moskova'da kutlamalar yapılıyor!
dlga_start:ramun_introduce_1|İyi günler, {genç adam/küçük hanım}.
dlga_ramun_introduce_1:ramun_introduce_2|Tüccara benziyorsun... ama burada satılık bir şey göremiyorum.
dlga_ramun_introduce_1:close_window|Üzgünüm – şu anda konuşacak zamanım yok.
dlga_ramun_introduce_2:ramun_introduce_3|Tüccar? Ah evet tabii ki tüccarım ben. Yalnız ürünüm oldukça özeldir. Günde iki kez beslenip, su verilmesi lazımdır. Üstelik kafanı başka yöne çevirdiğin anda da kaçmaya çalışır.
dlga_ramun_introduce_3:ramun_introduce_4|Çiftlik hayvanı mı satıyorsun?
dlga_ramun_introduce_4:ramun_introduce_5|Yaklaştın. Benim sayemde Osmanlı'nın kadırgaları yürür, benim lütfumla Sicilya Kralı'nın kalyonları ve hatta Fransa Kralı Louis'nin gemileri yol alır.
dlga_ramun_introduce_5:ramun_introduce_6|Ha, kürek mahkumları...
dlga_ramun_introduce_6:ramun_introduce_7|Evet kürek mahkumları! Bu şehir benim sayemde refah içindedir. Ama – tabiri caizse, ben sadece naçizane bi kulum.
dlga_ramun_introduce_7:ramun_introduce_8|Kölelerin nereden geliyor?
dlga_ramun_introduce_8:ramun_introduce_9|Farklı yerlerden gelirler. Bazıları Tatar savaş esiri olan Yesir'lerdir. Aralarında seferler sırasında yakalanan haydutlar ve asker kaçakları da vardır... Bu işte tedarikçilerin konusunda çok seçici olamıyorsun malum. Sende de esirler yoktur herhalde, değil mi?
dlga_ramun_introduce_9:ramun_introduce_10|Bende mi?
dlga_ramun_introduce_10:ramun_introduce_11|Neden olmasın ki? Bir savaşçı olduğun belli. Ve çarpışmalarında bir iki esir almış olmalısın. Her neyse sunacağın her adam için iyi para öderim.
dlga_ramun_introduce_11:ramun_introduce_12|Hmm. Bunu düşüneceğim.
dlga_ramun_introduce_12:close_window|Düşün düşün! Unutma kazanılabilecek çok para var. İkimize de yeter de artar bile.
dlga_start:ramun_talk|Selam, {playername}.
dlga_ramun_pre_talk:ramun_talk|Senin için ne yapabilirim?
dlga_ramun_talk:ramun_sell_prisoners|Elimde ilgini çekebilecek bir şeyler var.
dlga_ramun_sell_prisoners:ramun_sell_prisoners_2|Pekala, görelim bakalım elindekileri...
dlga_ramun_sell_prisoners_2:close_window|Seninle iş yapmak zevkti.
dlga_ramun_talk:ramun_ask_about_capturing|Birini esir alabilmek için bana biraz ipucu verebilir misin?
dlga_ramun_talk:ramun_ask_about_capturing.1|Esir alma konusunu bana tekrar anlatabilir misin?
dlga_ramun_ask_about_capturing:ramun_have_blunt_weapon|Ah, bu işte yenisin ha? Aslında pek de karmaşık değildir. Esir almanın temel kuralı, adamı bir kılıçla deşmek yerine, sopa ya da gürz gibi küt bir silahla bayıltmaktır. Böylece kan kaybından öleceğine biraz uykuya dalmış olur, anladın mı? Küt bir silahın vardır herhalde, değil mi?
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_yes|Tabii ki.
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_no|Hmm, sanmıyorum.
dlga_ramun_have_blunt_weapon_yes:ramun_ask_about_capturing_2|Güzel. Yani tek yapman gereken herifi silahınla yıkıp, savaş bitince de gelip bir güzel zincire vurmak. Tabii soylular ve onun gibi tipler savaş alanına zaten yeterince korumalı geldikleri için, onların üzerinde ne tür silah kullandığın pek fark etmez. Ama tutup da önüne gelen her serseriye keskin silahlarla saldırmaya kalkarsan kasaplık domuz gibi kanar. Adamları alırken çok seçici değilimdir, hala yürüyebilsin de yeter.
dlga_ramun_have_blunt_weapon_no:ramun_have_blunt_weapon_no_2|Yok mu? Hah, şanslı günündesin. Buralarda atmayı planladığım eski bir sopam vardı. Al bakalım, hala birilerini bayıltabilecek kadar sağlam duruyor.
dlga_ramun_have_blunt_weapon_no_2:ramun_have_blunt_weapon_yes|Sağol, bunu deneyeceğim.
dlga_ramun_ask_about_capturing:ramun_ask_about_capturing_2|Tamam basitçe anlatma çalışayım. Esir almanın temel kuralı, adamı bir kılıçla deşmek yerine, sopa ya da gürz gibi küt bir silahla bayıltmaktır. Böylece kan kaybından öleceğine bayılır kalır. Soylular ve onun gibi tipler için durum biraz farklıdır. Onlar savaş alanına zaten yeterince korumalı geldikleri için, üzerlerinde ne tür silah kullandığın pek fark etmez. Ama tutup da önüne gelen her serseriye keskin silahlarla saldırmaya kalkarsan kasaplık domuz gibi kanar.
dlga_ramun_ask_about_capturing_2:ramun_ask_about_capturing_3|Pekala, sanırım anladım. Başka Bir şey var mı?
dlga_ramun_ask_about_capturing_3:ramun_ask_about_capturing_4|Göründüğü kadar kolay değil aslında. Kör silahlar keskinler kadar fazla hasar vermez, onun için rakipleri indirmek için biraz daha uğraşırsın ve inan bana, karşılaşacağın serserilerin hemen hepsi seni gördükleri anda seni bitirmeye çalışacaklar. Yani kılıç yerine bir sopa çıkardığın zaman karşı taraftan da nezaket bekleme. Ayrıca esirleri peşinde dolandırmak birliğini yavaşlatır ki pek çok kişi sırf bu yüzden savaş sonrasında esirlerini hemencecik salıverirler.Bence bu delilik. Onları satıp para pazanmak varken yapılacak iş mi?
dlga_ramun_ask_about_capturing_4:ramun_ask_about_capturing_5|Bu kadar mı?
dlga_ramun_ask_about_capturing_5:ramun_ask_about_capturing_7|A evet, son bir şey daha var. Esirleri idare etmek kolay iş değildir. Tamamen ayrı bir beceridir. Eğer çok sayıda esir yakalamak istiyorsan çok sıkı çalışman lazım, yoksa bir de bakarsın elinde hiç esir kalmamış.
dlga_ramun_ask_about_capturing_7:ramun_pre_talk|Saol, bunu unutmayacağım.
dlga_ramun_talk:ramun_leave|Artık gitmeliyim...
dlga_ramun_leave:close_window|Unutma, yakaladığın tüm esirleri bana getir. Hepsi için iyipara veririm.
dlga_start:manhunter_talk_b|Hey sen! Buralarda hiç haydutlarla karşılaştın mı?
dlga_manhunter_talk_b:manhunter_talk_b1|Evet, bir saat kadar önce buradan geçtiler.
dlga_manhunter_talk_b1:close_window|Mükemmel! Şimdi kesin yakaladık o piçleri! Teşekkür ederim.
dlga_manhunter_talk_b:manhunter_talk_b2|Hayır, son zamanlarda görmedim.
dlga_manhunter_talk_b2:close_window|Şeytan görsün yüzlerini! Fareler gibi ülkedeki her deliğe doluştular. Neyse, er ya da geç bulacağız onları.
dlga_start:looters_1|Warning: This line should never be displayed.
dlga_looters_1:looters_2|{s4}
dlga_looters_2:close_window|Hah! Senden mi korkacağım? Kılıcımın tadına bakmaya hazırlan!
dlga_looters_2:close_window.1|Benden merhamet göremeyeceksin pislik!
dlga_looters_2:bandit_barter_2|Al şu {reg1} taleri ve beni yalnız bırak.
dlga_bandit_barter_2:close_window|Ha ha! Güzel. Şimdi kaybol.
dlga_start:village_farmer_talk|{Lordum/Leydim}, Biz sadece {s11} köyünden yoksul çiftçileriz. {reg1?Ürünlerimizi {s12} pazarına götürüyoruz.:{s12} pazarından köyümüze dönüyoruz.}
dlga_village_farmer_talk:close_window|Kendinize yoksul mu diyorsunuz? Asıl her şeyinizi alınca ne kadar yoksul olacaksınız görelim!
dlga_village_farmer_talk:close_window.1|Pekala, yolunuz açık olsun.
dlga_start:member_castellan_talk|Evet, {playername}? Senin için ne yapabilirim?
dlga_member_castellan_pretalk:member_castellan_talk|Başka bir şey var mıydı?
dlga_member_castellan_talk:member_review_castle_garrison|Kale garnizonunu teftiş etmek istiyorum.
dlga_member_review_castle_garrison:member_castellan_pretalk|Elbette, işte kayıtlarımız {beyim/hanımım}. Yapılmasını istediğiniz bir değişiklik varsa lütfen bana söyleyin.
dlga_member_castellan_talk:member_review_castellan_equipment|Ekipmanını bir göreyim.
dlga_member_review_castellan_equipment:member_castellan_pretalk|Pekala, hepsi bunlar...
dlga_member_castellan_talk:member_castellan_join|Kaleden ayrılmanı ve bana katılmanı istiyorum. 
dlga_member_castellan_join:close_window|Zamanla burayı çok sevdim... Ama eğer isteğin buysa, {playername}, seninle geleceğim.
dlga_member_castellan_join:member_castellan_pretalk|Peki nerede uyuyacağız? Zaten yanında koca bir ordun var, {playername}. Hepimiz için yeterli yer yok.
dlga_member_castellan_talk:close_window|Buradan ayrıl...
dlga_member_chat:kidnapped_girl_chat_1|Hala gelmedik mi?
dlga_kidnapped_girl_chat_1:kidnapped_girl_chat_2|Daha değil.
dlga_kidnapped_girl_chat_2:close_window|Geri dönmek için sabırsızlanıyorum. Annemi ve babamı o kadar özledim ki! Onları tekrar görmek için her şeyimi verirdim.
dlga_member_chat:member_lady_1|{playername}, Hedefimize sence ne zaman varmış oluruz?
dlga_member_lady_1:member_lady_2a|Önümüzde hala uzun bir yok var.
dlga_member_lady_1:member_lady_2b|Çok yakında. Neredeyse geldik.
dlga_member_lady_2a:close_window|Pekala, biraz daha yolun keyfini çıkartayım. Şikayet etmeyeceğim. Aslına bakarsan açık alanda at sürmeyi tüm gün kalede oturmaktan çok daha keyifli buluyorum. Biliyor musun, sana imreniyorum. Hayatın bitmek bilmeyen yolculuklarla geçiyor...
dlga_member_lady_2b:close_window|Bak bu iyi haber. Dostluğumuzdan memnun olmadığımdan değil de, bu uzun yolculuklar artık beni çok yordu. Yine de, yollarımızı ayırmak beni üzecek. Söz ver, imkanın olduğunda gelip beni ziyaret edeceksin tamam mı?
dlga_member_chat:supported_pretender_talk|Selam sana, {playername}, benim baş kumandanım. Seninle istişare etmeyi bekliyordum.
dlga_supported_pretender_pretalk:supported_pretender_talk|Başka bir şey var mıydı?
dlga_supported_pretender_talk:pretender_progress|Gidişatımız hakkında ne düşünüyorsun?
dlga_supported_pretender_talk:oim_dmitriy_razin_sp_task|Benim için bir göreviniz var mı?
dlga_pretender_progress:pretender_progress_2|{reg11?{reg11} soylu bizi destekliyor:Henüz hiçbir soylu bize katılmadı}, ama {reg21} soylu {reg21?{s9}'{.i} destekliyor:{s9}'{.e} bağlı soylu kalmadı}. {reg19?{reg13?{reg13} kent:} {reg14?{reg14} kale:} {reg15?ve {reg15} köy ele geçirdik:}:Kontrolümüz altında hiçbir yer yok}, ama {reg29?Onların kontrolünde hala {reg23?{reg23} kent:} {reg24?{reg24} kale:} {reg25?ve {reg25} köy var:}:onların kontrolünde hiçbir yer kalmadı}. Genel olarak, {s30}.
dlga_pretender_progress_2:supported_pretender_pretalk|Savaşmaya devam etmeli ve destekçilerimizi toparlamalıyız!
dlga_pretender_progress_2:pretender_quit_rebel_confirm|Bu isyanın sonuna geldik gibi duruyor. Belki de kazanamayacağımızı kabullenmeliyiz.
dlga_pretender_quit_rebel_confirm:pretender_quit_rebel_confirm_2|{playername}, beni şimdi terk edemezsin. Cin mi kaçtı içine senin?
dlga_pretender_quit_rebel_confirm_2:pretender_quit_rebel_confirm_3|Hayır, doğru söylüyorum. Korkarım artık seni desteklemem mümkün değil.
dlga_pretender_quit_rebel_confirm_2:supported_pretender_pretalk|Önemi yok. Son silahımızda susana kadar senin yanında savaşacağım.
dlga_pretender_quit_rebel_confirm_3:pretender_quit_rebel_confirm_4|Emin misin? Eğer en ihtiyacım olan zamanda beni terk edersen seni asla affetmem.
dlga_pretender_quit_rebel_confirm_4:pretender_quit_rebel|Evet, kesinlikle eminim.
dlga_pretender_quit_rebel_confirm_4:supported_pretender_pretalk|Bunu biraz daha düşüneyim...
dlga_pretender_quit_rebel:close_window|Öyle olsun. O zaman kaybettik demektir. Şunu kabul etmem lazım ki hiç umut yok.
dlga_supported_pretender_talk:supported_pretender_equip|{reg65?Leydim:Lordum}, Ekipmanınıza bir göz atmama izin ver misiniz?
dlga_supported_pretender_equip:supported_pretender_pretalk|Pekala...
dlga_supported_pretender_talk:pretneder_view_char_requested|Acaba bana yeteneklerinizden bahsedebilir misiniz? 
dlga_pretneder_view_char_requested:supported_pretender_pretalk|Tabii ki...
dlga_supported_pretender_talk:oim_radzivil_dlg_orders|Emirleriniz lordum?
dlga_supported_pretender_talk:oim_radzivil_dlg_kiev_report|Kiev valisinden ihtiyacın olan her şeyi edindim...
dlga_supported_pretender_talk:oim_getman_ask_add_info_dlg|O halde Prens Janusz bana Kara Gürz'den bahseder misiniz?
dlga_supported_pretender_talk:oim_getman_tatarin_captured|Mahkumu getirdim.
dlga_supported_pretender_talk:oim_getman_kiev_captured_dlg|Kiev'i işgal ettim...
dlga_supported_pretender_talk:close_window|Devam edelim, {reg65?leydim:lordum}.
dlga_do_member_trade:member_talk|Başka bir şey var mıydı?
dlga_member_chat:member_talk|{s6}
dlga_member_talk:member_trade|Ekipmanını bir göreyim.
dlga_member_trade:do_member_trade|Pekala, hepsi bunlar...
dlga_do_member_trade:member_talk.1|Başka bir şey?
dlga_member_talk:oim_zagloba_help_answer|Albay Zagloba, sizce şimdi ne yapmalıyım?
dlga_member_talk:oim_getman_mamay_kozak_legend_story|Kara Gürz efsanesini duydun mu?
dlga_member_talk:view_member_char_requested|Bana yeteneklerin hakkında ne anlatabilirsin?
dlga_view_member_char_requested:do_member_view_char|Ah evet, anlatayım...
dlga_member_talk:member_separate|Bir süreliğine yollarımızı ayırmalıyız...
dlga_member_separate:member_separate_confirm|Burada oturup da senin geri dönemi beklemeyeceğim, bunu farkındasın değil mi? Şehir şehir gezip başka işler bakacağım. İstediğin gerçekten bu mu?
dlga_member_separate:companion_quitting|Aslında sana söylemek istediğim bir şey vardı.
dlga_member_separate_confirm:member_separate_yes|İstediğini yapmakta özgürsün. Değidim gibi farlı yollara gitmemiz gerekiyor.
dlga_member_separate_confirm:do_member_trade|Hayır, benimle kalmanı tercih ederim.
dlga_member_separate_yes:close_window|Pekala, o zaman ben gidiyorum. İhtiyacın olursa beni bul.
dlga_member_talk:member_question|Sana sormak istediğim bir şey var.
dlga_member_talk:close_window|Şimdi konuşmak için zamanımız yok.
dlga_member_question:member_question_2|Pekala ne sormak istiyordun?
dlga_member_question_2:member_morale|Gidişatımız hakkında ne düşünüyorsun?
dlga_member_question_2:member_background_recap|Bana hikayeni tekrar anlat lütfen.
dlga_member_morale:do_member_trade|{s21}
dlga_member_background_recap:member_background_recap_2|{s5}
dlga_member_background_recap_2:member_background_recap_3|{s5}
dlga_member_background_recap_3:do_member_trade|Kısa bir süre sonra da sana katıldım.
dlga_do_member_view_char:member_talk|Başka bir şey var mıydı?
dlga_start:close_window.2|Sen hazır olur olmaz yola çıkıyoruz.
dlga_start:close_window.3|Burada daha fazla zaman kaybetmeyelim, {beyim/hanımım}. Belki bir gün tekrar karşılaşırız.
dlga_start:companion_recruit_intro_response|{s5}
dlga_companion_recruit_intro_response:companion_recruit_backstory_a|{s6}
dlga_companion_recruit_intro_response:close_window|{s7}
dlga_companion_recruit_backstory_a:companion_recruit_backstory_b|{s5}
dlga_companion_recruit_backstory_b:companion_recruit_backstory_c|{s5}
dlga_companion_recruit_backstory_c:companion_recruit_backstory_response|{s5}
dlga_companion_recruit_backstory_response:companion_recruit_signup|{s6}
dlga_companion_recruit_backstory_response:close_window|{s7}
dlga_companion_recruit_signup:companion_recruit_signup_b|{s5}
dlga_companion_recruit_signup_b:companion_recruit_signup_response|{s5}
dlga_companion_recruit_signup_response:close_window|Maalesef şu anda ekibime fazladan birini alamıyorum.
dlga_companion_recruit_signup_response:companion_recruit_payment|{s6}
dlga_companion_recruit_signup_response:close_window.1|{s7}
dlga_companion_recruit_payment:companion_recruit_signup_confirm|.
dlga_companion_recruit_payment:companion_recruit_payment_response|{s5}
dlga_companion_recruit_payment_response:companion_recruit_signup_confirm|{s6}
dlga_companion_recruit_payment_response:close_window|Maalesef şu anda bunu karşılayamam.
dlga_start:companion_recruit_meet_again|Seni tekrar görmek güzel.
dlga_companion_recruit_meet_again:companion_recruit_backstory_delayed|Ee son karşılaşmamızdan beri neler yaptın?
dlga_companion_recruit_meet_again:close_window|İyi günler.
dlga_start:companion_recruit_secondchance|Evet?
dlga_companion_recruit_secondchance:companion_recruit_backstory_b|Kabalık ettiysem özür dilerim. Lütfen bana hikayeni yeniden anlat.
dlga_companion_recruit_secondchance:close_window|Korkarım şu anda konuşacak vaktimiz yok.
dlga_companion_recruit_backstory_delayed:companion_recruit_backstory_delayed_response|{s5}
dlga_companion_recruit_backstory_delayed_response:companion_recruit_signup_b|İşime yarayabilirsin.
dlga_companion_recruit_backstory_delayed_response:close_window|Bir şey duyarsam sana haber veririm.
dlga_companion_recruit_signup_confirm:close_window|Mükemmel! Hazırlanmam için bana biraz zaman ver. Yola çıkmaya hemen hazır olurum.
dlga_start:companion_rehire|Eğer beni kabul edersen, sana tekrar katılmak teklifim hala geçerli.
dlga_start:companion_rehire.1|Seni kanlı canlı görmek harika, {s5}! Başına en kötüsünün gelmiş olmasında korkuyordum. Yakalandığını, hatta öldürüldüğünü düşündüm... Ama bakıyorum her zamanki gibi gücün kuvvetin yerinde! Ne dersin, sana tekrar katılmamı ister misin?
dlga_start:companion_rehire.2|{s5}
dlga_start:companion_was_dismissed|Seni görmek güzel, {s21}! Açıkçası uzun zamandır yollarımızın tekrar kesişmesini umuyordum.
dlga_companion_was_dismissed:companion_rehire|{s5}, Sana tekrar katılmamı ister misin?
dlga_companion_rehire:companion_recruit_signup_confirm|Tekrar hoş geldin dostum!
dlga_companion_rehire:companion_rehire_refused|Üzgünüm şu anda kimseyi kabul edemem.
dlga_companion_rehire_refused:close_window|Pekala, fikrini değiştirirsen beni bul, tamam mı?
dlga_event_triggered:center_captured_lord_advice|{s1} şu anda kimse tarafından yönetilmiyor. Merak ediyorum, acaba yeni hükümdarı kim olacak...
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}. {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|Ah {s1}'{.nin} yöneticisi ben olursam, bu büyük bir lütuf olur! (Mülkleri: {s0})
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|Bence {s1} tahtın varisine verilmeli. (Mülkleri: {s0})
dlga_center_captured_lord_advice_2:close_window|Hmmm. Fikirlerin benim için oldukça önemli, {playername}. {reg6?{s1} tahtın varisine layıktır.:{reg7?{s1}'{.i} büyük ihtimalle sen alacaksın.:Büyük ihtimalle, {s11} {s1}'{.nin} yeni sahibi olacak}.}
dlga_event_triggered:companion_quitting|{s5}, Sana söylemem gereken bir şey var.
dlga_companion_quitting:companion_quitting_2|{s5}
dlga_companion_quitting_2:companion_quitting_response|Açık konuş, {s21}.
dlga_companion_quitting_response:companion_quitting_yes|Pekala, ayrıl o zaman.
dlga_companion_quitting_response:companion_quitting_persuasion|Belki fikrini değiştirmeye ikna edebilirim seni?
dlga_companion_quitting_persuasion:close_window|Hm. Eğer bazı şeyler düzelecekse sanırım biraz daha kalabilrim.
dlga_companion_quitting_persuasion:companion_quitting_response|Üzgünüm ama bunun bir anlamı yok. Artık gitmeliyim.
dlga_companion_quitting_response:companion_quitting_no|Biz burada kaçakları asarız.
dlga_companion_quitting_no:companion_quitting_no_confirm|Ah, anlıyorum. Sen bunu şakacıktan söylemiyorsun...
dlga_companion_quitting_no_confirm:companion_quitting_no_confirmed|Kesinlikle. Bizden ya benim emrimle ayrılırsın ya da kalkanının üstünde taşınarak.
dlga_companion_quitting_no_confirm:companion_quitting_yes|Hayır, korkma. Sana zarar vermeye niyetim yok. Gitmekte özgürsün.
dlga_companion_quitting_yes:close_window|O zaman bu bir veda. Belki ileride tekrar karşılaşırız, {playername}.
dlga_companion_quitting_no_confirmed:close_window|Hmm. O zaman sanırım yanınızda kalacağım.
dlga_event_triggered:companion_objection_response|{s5}
dlga_companion_objection_response:close_window|Teşekkür ederim. Desteğine minnettarım.
dlga_companion_objection_response:close_window.1|Umarım bu bir daha tekrarlanmaz.
dlga_companion_objection_response:close_window.2|İtirazın dikkate alındı. Şimdi yerine geç.
dlga_event_triggered:companion_personalityclash2_b|{s5}
dlga_companion_personalityclash2_b:companion_personalityclash2_response|{s5}
dlga_companion_personalityclash2_response:close_window|{s11} bu grubun değerli bir üyesidir. Onunla artık tartışmanı istemiyorum.
dlga_companion_personalityclash2_response:close_window.1|{s11}'{.e} söyle bu konuda seni destekliyorum.
dlga_companion_personalityclash2_response:close_window.2|Böyle önemsiz tartışmalar için vaktim yok benim. Bu konuda bir daha beni rahatsız etmeyin.
dlga_event_triggered:companion_personalityclash_b|{s5}
dlga_companion_personalityclash_b:companion_personalityclash_response|{s5}
dlga_companion_personalityclash_response:close_window|{s11} bu grubun becerikli bir üyesidir. Onunla artık tartışmanı istemiyorum.
dlga_companion_personalityclash_response:close_window.1|{s11}'{.e} söyle bu konuda seni destekliyorum, diline hakim olsa iyi olur.
dlga_companion_personalityclash_response:close_window.2|Böyle önemsiz tartışmalar için vaktim yok benim. Bu konuda bir daha beni rahatsız etmeyin.
dlga_event_triggered:companion_personalitymatch_b|{s5}
dlga_companion_personalitymatch_b:companion_personalitymatch_response|{s5}
dlga_companion_personalitymatch_response:close_window|Güzel.
dlga_event_triggered:companion_home_description|{s5}
dlga_companion_home_description:companion_home_description_2|Devam et.
dlga_companion_home_description:close_window|Şu anda konuşacak zamanımız yok.
